companyid	industry	year	tariff	inputtariff	ln_tfp	fdi
1	"2692"	1997	.3777778	.0918826	.1855307	
1	"2692"	1998	.3666667	.096832	.1446408	
1	"2692"	1999	.3611111	.1037314	.1583269	
1	"2692"	2000	.3277778	.1050515	.1895497	
1	"2692"	2001	.3277778	.1029997	.1786779	
2	"3120"	1989	.7602739	.3807743	.0790927	0
2	"3120"	1990	.5994493	.3244039	.0651427	0
2	"3120"	1991	.7527215	.3342354	.1258405	0
2	"3120"	1992	.4305025	.2400059	.121314	0
2	"3120"	1993	.66581	.32391	.107664	1
2	"3120"	1994	.4459441	.2292042	.2859749	.9
2	"3120"	1995	.3018648	.1807839	.3323323	.8
2	"3120"	1996	.2903846	.1473795	.3164881	.7
2	"3120"	1997	.228718	.1207117	.3276096	.7
2	"3120"	1998	.2210256	.1220183	.3502938	.7
2	"3120"	1999	.2618803	.1348306	.4288383	.7
2	"3120"	2000	.2556177	.1291355	.4835296	.7
2	"3120"	2001	.2465579	.1275231	.4811851	.7
3	"2913"	1989	.7984481	.3611076	-.1219142	0
3	"2913"	1990	.5967475	.2994688	-.2035415	0
3	"2913"	1991	.7046131	.3010046	-.1619287	0
3	"2913"	1992	.4262224	.2218852	-.0565767	0
3	"2913"	1993	.5939732	.2847488	-.1148105	.9496403
3	"2913"	1994	.3714286	.1965921	-.1075289	.8597122
3	"2913"	1995	.2991072	.165488	-.0057556	.7697842
3	"2913"	1996	.2723214	.1281416	.0814767	.6798561
3	"2913"	1997	.2089286	.1063211	.1480492	.6798561
3	"2913"	1998	.1979592	.1072178	.0914644	.6798561
3	"2913"	1999	.2470663	.1231473	.1336909	.6798561
3	"2913"	2000	.269898	.1191695	.183225	.6798561
3	"2913"	2001	.2716837	.1188341	.1091127	.6798561
4	"2520"	1995	.4953125	.1866716	.567064	.6127907
4	"2520"	1996	.428125	.1546578	.5898858	.7418604
4	"2520"	1997	.334375	.1236293	.5418363	.7418604
4	"2520"	1998	.334375	.1252032	.2901814	.7418604
5	"3511"	1999	.3535714	.1398462	.4832575	
5	"3511"	2000	.3023809	.1422418	.4320955	
5	"3511"	2001	.2952381	.1423131	.437362	
6	"2731"	1995	.4804569	.2191644	-.0751889	.8368089
6	"2731"	1996	.2943147	.1470512	.1845057	.7800948
6	"2731"	1997	.2898477	.128744	.2738581	.7800948
6	"2731"	1998	.2915229	.1314719	.1223208	.7800948
6	"2731"	1999	.3393401	.1517126	.1645637	.7800948
6	"2731"	2000	.3393401	.1515179	.0007599	.7800948
6	"2731"	2001	.3393401	.1508612	-.2185642	.7800948
7	"2610"	1999	.3931818	.1187696	-.0553736	
7	"2610"	2000	.3454546	.1153826	.0249397	
7	"2610"	2001	.3448864	.1146305	-.0990142	
8	"2423"	1993	.85	.3168643	.4241224	1
8	"2423"	1994	.65	.2320013	.4354857	1
8	"2423"	1995	.5	.175625	.3456042	1
8	"2423"	1996	.3971014	.1379501	.3949794	1
8	"2423"	1997	.2978261	.105755	.4395997	1
8	"2423"	1998	.2978261	.1072172	.4431801	1
9	"3000"	1994	.65	.171315	.3121705	.9
9	"3000"	1995	.5	.1313615	.4560869	.8
9	"3000"	1996	.4057143	.1140902	.5263067	.7
9	"3000"	1997	.3335714	.0934324	.5042535	.7
9	"3000"	1998	.3311905	.0940478	.53723	.7
9	"3000"	1999	.2978572	.1013912	.9869651	.7
9	"3000"	2000	.2490476	.094005	.9298465	.7
9	"3000"	2001	.2264286	.0937562	1.186728	.7
10	"1513"	1993	.7347059	.2254708	.1339049	.4596774
10	"1513"	1994	.5422857	.1494837	.413269	.5677419
10	"1513"	1995	.4528571	.1188809	.556228	.6758065
10	"1513"	1996	.4657143	.1009926	.4646718	.783871
10	"1513"	1997	.39	.0872381	.4567725	.783871
10	"1513"	1998	.3385714	.0881942	.2106777	.783871
10	"1513"	1999	.2585714	.0909752	.1531188	.783871
10	"1513"	2000	.3728571	.109104	.0403025	.783871
10	"1513"	2001	.3728571	.1209864	.1306896	.783871
11	"3210"	1989	1	.4306053	.7906206	0
11	"3210"	1990	.95	.361593	.8193699	0
11	"3210"	1991	1	.3793489	.7886856	0
11	"3210"	1992	.6384615	.2609148	.8900094	0
11	"3210"	1993	.85	.3506754	.8320426	1
11	"3210"	1994	.65	.2500046	.9421802	1
11	"3210"	1995	.5	.1959593	1.014359	1
11	"3210"	1996	.3783217	.1641322	.9001862	1
11	"3210"	1997	.3088578	.1337184	.7402403	1
11	"3210"	1998	.3060981	.1342182	.7892426	1
11	"3210"	1999	.2037483	.1484053	1.052006	1
11	"3210"	2000	.1554175	.1411135	.7087731	1
11	"3210"	2001	.1353709	.1388524	.8480982	1
12	"1549"	1989	.9645833	.2513501	.3834605	0
12	"1549"	1990	.9614584	.236308	.4686324	0
12	"1549"	1991	.9604166	.2352341	.4797809	0
12	"1549"	1992	.5427083	.1076472	.3986288	0
12	"1549"	1993	.7052084	.1472047	.0589581	.4067142
12	"1549"	1994	.5385417	.1048441	.3702083	.3303714
12	"1549"	1995	.4163194	.0844326	.3124058	.2540285
12	"1549"	1996	.4065972	.0743482	.3441033	.1776857
12	"1549"	1997	.3488802	.062432	.1889247	.1776857
12	"1549"	1998	.3458333	.0628569	.5149934	.1776857
12	"1549"	1999	.2958333	.0657444	.1116208	.1776857
12	"1549"	2000	.3517361	.0753271	.3327075	.1776857
12	"1549"	2001	.436169	.1274908	.0642082	.1776857
13	"2101"	1996	.1307692	.1572981	.3040846	1
13	"2101"	1997	.1048077	.1198077	.1436566	1
13	"2101"	1998	.1769231	.1231583	.1830384	1
13	"2101"	1999	.1961538	.1386497	.21467	1
13	"2101"	2000	.1961538	.142518	.1106432	1
14	"2710"	2001	.3384058	.1333308	.0361398	
15	"2720"	1994	.4917721	.221131	-.0676337	.9354172
15	"2720"	1995	.4371835	.1901498	-.0613471	.937674
15	"2720"	1996	.2974051	.1369311	-.0191509	.9399308
15	"2720"	1997	.2860759	.1195282	-.0841446	.9399308
15	"2720"	1998	.2910759	.1218471	-.2681579	.9399308
15	"2720"	1999	.3332278	.1378234	-.2930768	.9399308
16	"1711"	1990	.9764375	.248804	-.12894	0
16	"1711"	1991	1.029729	.2513515	-.0323013	0
16	"1711"	1992	.633903	.1723241	.0408609	0
16	"1711"	1993	.85	.237793	.0167096	.0256359
16	"1711"	1994	.6475	.1815188	-.0628876	.0463976
16	"1711"	1995	.4965625	.141361	-.0969903	.0671593
16	"1711"	1996	.4896458	.133181	-.1378711	.087921
17	"1513"	1997	.39	.0872381	-1.145648	
17	"1513"	1998	.3385714	.0881942	-1.366781	
17	"1513"	2000	.3728571	.109104	-3.279907	
18	"2430"	1991	1.5	.3516125	-.32024	0
18	"2430"	1992	.65	.2734237	-.2429433	0
18	"2430"	1993	.85	.3793703	-.2377768	1
18	"2430"	1994	.65	.2685087	-.1914969	1
18	"2430"	1995	.5	.2053844	-.1606315	1
18	"2430"	1996	.3	.1654468	-.1443726	1
18	"2430"	1997	.29375	.1288358	.1149986	1
18	"2430"	1998	.3	.1302211	.2550864	1
18	"2430"	1999	.35	.1447995	.3345145	1
18	"2430"	2000	.2	.1388385	.361865	1
18	"2430"	2001	.2	.1383799	.3688912	1
19	"2710"	1989	.984051	.4004333	-.1154665	0
19	"2710"	1990	.8770462	.3262185	-.2289976	0
19	"2710"	1991	.8769882	.3228926	-.1413515	0
19	"2710"	1992	.6518231	.246334	-.0780169	0
19	"2710"	1993	.7935231	.3629093	-.1031708	.9228063
19	"2710"	1994	.4961353	.2106148	-.0737199	.9160228
19	"2710"	1995	.4814009	.1978073	.0074993	.9092393
19	"2710"	1996	.2941063	.1310722	-.0195106	.9024559
19	"2710"	1997	.2879227	.1115952	-.0162305	.9024559
19	"2710"	1998	.2909662	.114358	-.0502396	.9024559
19	"2710"	1999	.3388889	.1330724	.0169684	.9024559
19	"2710"	2000	.3384058	.1345301	.0145395	.9024559
20	"3110"	1999	.2618803	.1348306	.2433695	
20	"3110"	2000	.2556177	.1291355	.3610175	
21	"1711"	1997	.3869792	.0912778	.1823497	
21	"1711"	1998	.3867708	.0917234	.2617401	
22	"2429"	1989	.85	.346584	.1411383	0
22	"2429"	1991	.625	.2937384	.2251411	0
22	"2429"	1992	.625	.2160391	.268226	0
22	"2429"	1993	.85	.2967695	.1998888	.1092308
22	"2429"	1994	.65	.2062594	.0783123	.1873846
22	"2429"	1995	.5	.1616714	-.0118599	.2655385
22	"2429"	1996	.4	.1345439	-.020479	.3436923
22	"2429"	1997	.275	.107806	-.0488859	.3436923
22	"2429"	1998	.275	.1070277	-.095196	.3436923
22	"2429"	1999	.3	.112399	.1773472	.3436923
22	"2429"	2000	.3	.1192155	.135517	.3436923
22	"2429"	2001	.3	.119507	-.0724392	.3436923
23	"1912"	1991	.9555556	.4192847	.0556219	0
23	"1912"	1992	.6444444	.2773428	.1544596	0
24	"3430"	1991	.94125	.3227997	-.0768316	0
24	"3430"	1992	.6375	.2326791	-.0981314	0
24	"3430"	1993	.845	.2972887	-.0938453	.9428571
24	"3430"	1994	.6	.2065216	-.0770162	.8542857
24	"3430"	1995	.44375	.1725966	.0304757	.7657143
24	"3430"	1996	.44375	.140289	.0636626	.6771429
24	"3430"	1997	.355	.1159269	.1815761	.6771429
24	"3430"	1998	.355	.1167479	.1174829	.6771429
24	"3430"	1999	.37875	.1324771	-.0506168	.6771429
24	"3430"	2000	.34	.1265243	-.2007153	.6771429
24	"3430"	2001	.3275	.1257805	-.4293104	.6771429
25	"1410"	1993	.85	.1129665	.2525526	0
25	"1410"	1994	.628125	.0477729	.4182695	.2
25	"1410"	1995	.36875	.0364727	.1361623	.4
25	"1410"	1996	.290625	.030837	.0591043	.6
25	"1410"	1997	.2671875	.0259804	.0416636	.6
25	"1410"	1998	.2671875	.0275628	.3018582	.6
26	"2423"	1991	.6391304	.2702357	.0559365	0
26	"2423"	1992	.5821739	.2243633	.1616215	0
26	"2423"	1993	.85	.3168643	-.0163656	1
26	"2423"	1995	.5	.175625	-.0974563	1
26	"2423"	1996	.3971014	.1379501	-.0988932	1
26	"2423"	1997	.2978261	.105755	-.080578	1
26	"2423"	1998	.2978261	.1072172	-.0610059	1
26	"2423"	1999	.3474638	.1223409	-.0470193	1
26	"2423"	2000	.3474638	.1221802	-.0398494	1
26	"2423"	2001	.3474638	.1220277	-.0737957	1
27	"2411"	1992	.6439593	.2501145	.375143	0
27	"2411"	1993	.8395789	.3508435	.1655255	.8589854
27	"2411"	1994	.6420454	.2588655	.1631949	.8871883
27	"2411"	1995	.4962121	.200545	.0990835	.9153912
27	"2411"	1996	.3840768	.165847	.0651184	.9435942
27	"2411"	1997	.289863	.1287808	.1414966	.9435942
27	"2411"	1998	.2911526	.1292971	.1184849	.9435942
27	"2411"	1999	.3383394	.1308288	.1424844	.9435942
27	"2411"	2000	.3389689	.1394944	.1086789	.9435942
27	"2411"	2001	.3399159	.1366441	.0102997	.9435942
28	"1711"	1998	.3867708	.0917234	.269196	
28	"1711"	1999	.39	.0991868	.3703737	
28	"1711"	2000	.3136029	.0910482	.4745869	
28	"1711"	2001	.3117747	.091002	.435647	
29	"2710"	1991	.8769882	.3228926	-.2839475	0
29	"2710"	1992	.6518231	.246334	-.1609944	0
29	"2710"	1993	.7935231	.3629093	-.1634372	.9228063
29	"2710"	1996	.2941063	.1310722	-.0382488	.9024559
29	"2710"	1997	.2879227	.1115952	-.0051208	.9024559
29	"2710"	1998	.2909662	.114358	-.0351473	.9024559
29	"2710"	1999	.3388889	.1330724	.1311795	.9024559
29	"2710"	2000	.3384058	.1345301	.1762552	.9024559
29	"2710"	2001	.3384058	.1333308	.0704259	.9024559
30	"1711"	1993	.85	.237793	.0070804	.0256359
30	"1711"	1994	.6475	.1815188	-.0116833	.0463976
30	"1711"	1995	.4965625	.141361	-.0510772	.0671593
30	"1711"	1997	.3869792	.0912778	.0688868	
30	"1711"	1998	.3867708	.0917234	.1593748	
30	"1711"	1999	.39	.0991868	.2671334	
30	"1711"	2000	.3136029	.0910482	.2397949	
30	"1711"	2001	.3117747	.091002	.2729227	
31	"2423"	1989	.9961352	.3472508	.1669418	0
31	"2423"	1990	.642029	.2723157	.1840786	0
31	"2423"	1991	.6391304	.2702357	.2520908	0
31	"2423"	1992	.5821739	.2243633	.2267936	0
31	"2423"	1993	.85	.3168643	.1631659	1
31	"2423"	1994	.65	.2320013	.2508568	1
31	"2423"	1995	.5	.175625	.2779618	1
31	"2423"	1996	.3971014	.1379501	.2573933	1
31	"2423"	1997	.2978261	.105755	.3661942	1
31	"2423"	1998	.2978261	.1072172	.3298976	1
31	"2423"	1999	.3474638	.1223409	.3593352	1
31	"2423"	2000	.3474638	.1221802	.3172864	1
31	"2423"	2001	.3474638	.1220277	.3148319	1
32	"3000"	1997	.3335714	.0934324	.5533859	
32	"3000"	1998	.3311905	.0940478	.4030036	
32	"3000"	1999	.2978572	.1013912	.7529454	
32	"3000"	2001	.2264286	.0937562	.6489558	
33	"2710"	2000	.3384058	.1345301	.2373515	
33	"2710"	2001	.3384058	.1333308	.241009	
34	"3110"	1994	.4459441	.2292042	.0268151	.9
34	"3110"	1995	.3018648	.1807839	.1006756	.8
34	"3110"	1996	.2903846	.1473795	.2183971	.7
34	"3110"	1997	.228718	.1207117	.2907108	.7
34	"3110"	1998	.2210256	.1220183	.326957	.7
34	"3110"	1999	.2618803	.1348306	.44087	.7
34	"3110"	2000	.2556177	.1291355	.4912912	.7
34	"3110"	2001	.2465579	.1275231	.4913699	.7
35	"1810"	1995	.5	.1819078	.4323263	0
35	"1810"	1996	.4972222	.166859	.2706487	0
35	"1810"	1997	.3972222	.1295447	.4139392	0
35	"1810"	1998	.3972222	.1308471	.3029411	0
35	"1810"	1999	.3986111	.1377383	.391226	0
35	"1810"	2000	.35	.1221087	.3941824	0
35	"1810"	2001	.35	.1220941	.4044045	0
36	"2811"	1989	.6	.4830832	.037716	0
36	"2811"	1990	.5	.3925186	-.0905839	0
36	"2811"	1991	.5	.3889566	-.0869655	0
36	"2811"	1992	.6333333	.2985993	-.0467565	0
36	"2811"	1993	.7666667	.3783434	-.1759647	.1578947
36	"2811"	1994	.5	.2424534	-.5752902	.3263158
36	"2811"	1995	.4333333	.2253001	-.2945363	.4947369
36	"2811"	1996	.2666667	.1475737	-.1818729	.6631579
36	"2811"	1997	.2666667	.1326108	-.1910128	.6631579
36	"2811"	1998	.2666667	.1350723	-.3853205	.6631579
36	"2811"	1999	.3166667	.1564122	-.0383925	.6631579
36	"2811"	2000	.3166667	.1548724	.0852942	.6631579
36	"2811"	2001	.3166667	.1547306	.1517812	.6631579
37	"2520"	1990	.8570312	.3504389	-.2847619	0
37	"2520"	1991	.8382813	.3462137	-.1074244	0
37	"2520"	1992	.6484375	.2453397	-.0108619	0
37	"2520"	1993	.85	.3304291	.4405698	.3546512
37	"2520"	1994	.6453125	.2443269	.5162733	.4837209
37	"2520"	1995	.4953125	.1866716	.5728734	.6127907
37	"2520"	1996	.428125	.1546578	.4983618	.7418604
37	"2520"	1997	.334375	.1236293	.6023845	.7418604
37	"2520"	1998	.334375	.1252032	.6295891	.7418604
37	"2520"	1999	.3671875	.1371433	.6419812	.7418604
37	"2520"	2000	.35	.1335975	.7025852	.7418604
37	"2520"	2001	.35	.1337666	.5747051	.7418604
38	"2411"	1989	.9903635	.3844801	-.1124112	0
38	"2411"	1990	.7744901	.3188152	-.1832334	0
38	"2411"	1991	.7477491	.3139919	-.123683	0
38	"2411"	1992	.6439593	.2501145	-.20793	0
38	"2411"	1993	.8395789	.3508435	-.4206615	.8589854
38	"2411"	1994	.6420454	.2588655	-.2299306	.8871883
38	"2411"	1995	.4962121	.200545	-.1054706	.9153912
38	"2411"	1996	.3840768	.165847	-.7902142	.9435942
38	"2411"	1998	.2911526	.1292971	-1.10147	.9435942
38	"2411"	1999	.3383394	.1308288	-1.180326	.9435942
39	"0112"	1996	.1476191	.0267207	.1019078	
39	"0112"	1999	.1071429	.0219166	.1767798	
39	"0112"	2000	.1904762	.0248831	-.3236269	
39	"0112"	2001	.1904762	.0261129	-.1697679	
40	"2921"	1996	.3571429	.1400635	-.3212338	.4777778
40	"2921"	1997	.2857143	.1140336	-.0538632	.4777778
40	"2921"	1998	.2857143	.1151915	.1281816	.4777778
40	"2921"	1999	.3142857	.1322353	.3259681	.4777778
40	"2921"	2000	.2928571	.126987	.3949187	.4777778
41	"1810"	1989	1	.3935807	.1988694	0
41	"1810"	1990	1	.3553699	.1334552	0
41	"1810"	1991	1	.3597253	.1099616	0
41	"1810"	1992	.65	.2368332	.3430536	0
41	"1810"	1993	.85	.3175746	.1731084	0
41	"1810"	1994	.65	.2378303	.0507722	0
41	"1810"	1995	.5	.1819078	-.0614295	0
41	"1810"	1996	.4972222	.166859	.080865	0
41	"1810"	1998	.3972222	.1308471	.4049074	0
41	"1810"	1999	.3986111	.1377383	.4871188	0
41	"1810"	2000	.35	.1221087	.2581175	0
41	"1810"	2001	.35	.1220941	.3304976	0
42	"2922"	1989	2.043132	.4055249	.144422	0
42	"2922"	1990	2.018269	.3346803	.1130237	0
42	"2922"	1991	2.039286	.3380762	.1649752	0
42	"2922"	1992	.9208791	.2489408	.1821704	0
42	"2922"	1993	.7221154	.3114785	.0642065	1
42	"2922"	1994	.5884615	.2128415	-.0160958	.9
42	"2922"	1995	.25	.1825635	.1719247	.8
42	"2922"	1996	.25	.1344274	.2677881	.7
42	"2922"	1997	.2	.1133231	.3352055	.7
42	"2922"	1998	.2	.1148502	.2980805	.7
42	"2922"	1999	.25	.1340913	.3880916	.7
42	"2922"	2000	.25	.1303008	.4003841	.7
42	"2922"	2001	.2475961	.1299222	.4446836	.7
43	"2422"	1989	1.318421	.4952537	.1734545	0
43	"2422"	1990	1.203158	.4274036	.3481824	0
43	"2422"	1991	.931579	.4088939	.4079392	0
43	"2422"	1992	.6447369	.3033144	.4729506	0
43	"2422"	1993	.85	.4123434	.425449	0
43	"2422"	1994	.65	.3084505	.4398735	.2
43	"2422"	1995	.5	.2391471	.354813	.4
43	"2422"	1996	.4105263	.2035015	.3357572	.6
43	"2422"	1997	.3111842	.1606935	.3777799	.6
43	"2422"	1998	.3111842	.1574857	.3113543	.6
43	"2422"	1999	.350329	.159373	.2896022	.6
43	"2422"	2000	.35	.1768963	.316114	.6
43	"2422"	2001	.35	.1764598	.2993275	.6
44	"0140"	1995	.5	.1716724	.0658075	0
44	"0140"	1996	.5	.1743932	.0647545	0
44	"0140"	1997	.2875	.0799401	.0507121	0
45	"1711"	1989	1.027625	.2658626	.0517373	0
45	"1711"	1990	.9764375	.248804	-.0095076	0
45	"1711"	1991	1.029729	.2513515	.0907258	0
45	"1711"	1992	.633903	.1723241	.1621364	0
45	"1711"	1993	.85	.237793	.1601122	.0256359
45	"1711"	1994	.6475	.1815188	.1350993	.0463976
45	"1711"	1995	.4965625	.141361	.0207452	.0671593
45	"1711"	1996	.4896458	.133181	-.0103489	.087921
45	"1711"	1997	.3869792	.0912778	.0883464	.087921
45	"1711"	1998	.3867708	.0917234	.1157805	.087921
45	"1711"	1999	.39	.0991868	.1498453	.087921
45	"1711"	2000	.3136029	.0910482	.1127267	.087921
45	"1711"	2001	.3117747	.091002	-.1539449	.087921
46	"2411"	1999	.3383394	.1308288	-.3880168	
47	"2430"	1989	1.5	.4392161	-.0871567	0
47	"2430"	1991	1.5	.3516125	-.1369541	0
47	"2430"	1992	.65	.2734237	-.1180054	0
47	"2430"	1993	.85	.3793703	-.0570444	1
47	"2430"	1994	.65	.2685087	-.0506569	1
47	"2430"	1995	.5	.2053844	.0405287	1
47	"2430"	1996	.3	.1654468	-.1028381	1
47	"2430"	1997	.29375	.1288358	.2404665	1
47	"2430"	1998	.3	.1302211	.3443844	1
47	"2430"	1999	.35	.1447995	.5381644	1
47	"2430"	2000	.2	.1388385	.5080796	1
47	"2430"	2001	.2	.1383799	-.0400817	1
48	"2710"	1995	.4814009	.1978073	.0407407	.9092393
48	"2710"	1996	.2941063	.1310722	-.0351021	.9024559
48	"2710"	1997	.2879227	.1115952	.065214	.9024559
48	"2710"	1998	.2909662	.114358	.141326	.9024559
48	"2710"	1999	.3388889	.1330724	.2463318	.9024559
48	"2710"	2000	.3384058	.1345301	.1630387	.9024559
48	"2710"	2001	.3384058	.1333308	.1694156	.9024559
49	"2520"	1993	.85	.3304291	.3139039	.3546512
49	"2520"	1994	.6453125	.2443269	.378309	.4837209
49	"2520"	1995	.4953125	.1866716	.5676892	.6127907
49	"2520"	1996	.428125	.1546578	.5015676	.7418604
49	"2520"	1997	.334375	.1236293	.5344187	.7418604
49	"2520"	1998	.334375	.1252032	.5632415	.7418604
49	"2520"	1999	.3671875	.1371433	.6091216	.7418604
49	"2520"	2000	.35	.1335975	.6295638	.7418604
49	"2520"	2001	.35	.1337666	.5876829	.7418604
50	"1711"	1994	.6475	.1815188	-.1647644	.0463976
50	"1711"	1995	.4965625	.141361	-.1412614	.0671593
50	"1711"	1996	.4896458	.133181	-.2331033	.087921
50	"1711"	1997	.3869792	.0912778	-.0056834	.087921
50	"1711"	1998	.3867708	.0917234	.1223098	.087921
50	"1711"	1999	.39	.0991868	.1750293	.087921
50	"1711"	2001	.3117747	.091002	.144024	.087921
51	"2424"	1992	.65	.2769617	.5947311	0
51	"2424"	1993	.85	.3723778	.6437361	0
51	"2424"	1999	.4	.1492679	.2939286	
51	"2424"	2001	.35	.1478951	.2267856	
52	"3312"	1996	.2659091	.1394137	.6678094	1
52	"3312"	1997	.2045455	.1136571	.6195894	1
52	"3312"	1998	.2045455	.114946	.5885633	1
52	"3312"	1999	.2515422	.1306427	.5641328	1
52	"3312"	2000	.2445414	.1279683	.4979617	1
52	"3312"	2001	.2438312	.1277866	.5222309	1
53	"2102"	1996	.5	.1572981	.0347515	.4
53	"2102"	1997	.4	.1198077	.0454289	.4
53	"2102"	1998	.4	.1231583	.1469539	.4
53	"2102"	1999	.4	.1386497	.1652958	.4
53	"2102"	2000	.35	.142518	-.2299223	.4
53	"2102"	2001	.35	.1419164	-.531472	.4
54	"2519"	1990	.8555556	.291618	.2348186	0
54	"2519"	1991	.8555556	.2962559	.4265156	0
54	"2519"	1992	.625	.2198407	.693117	0
54	"2519"	1993	.85	.3007701	.5989689	.3235294
54	"2519"	1994	.65	.2223735	.4626248	.4588235
54	"2519"	1995	.375	.1667462	.6223506	.5941176
54	"2519"	1996	.45	.1406432	.3697983	.7294118
54	"2519"	1997	.3666667	.1104611	.3994967	.7294118
54	"2519"	1998	.3666667	.1112532	.3888336	.7294118
54	"2519"	1999	.375	.1218546	.324623	.7294118
54	"2519"	2000	.325	.1138079	.3104264	.7294118
54	"2519"	2001	.3416667	.1135729	.308536	.7294118
55	"2411"	1991	.7477491	.3139919	.1153606	0
55	"2411"	1992	.6439593	.2501145	.0992854	0
55	"2411"	1993	.8395789	.3508435	.0278216	.8589854
55	"2411"	1994	.6420454	.2588655	-.0061021	.8871883
55	"2411"	1995	.4962121	.200545	-.0351754	.9153912
55	"2411"	1996	.3840768	.165847	-.0007196	.9435942
55	"2411"	1997	.289863	.1287808	.1153117	.9435942
55	"2411"	1998	.2911526	.1292971	-.0906065	.9435942
55	"2411"	1999	.3383394	.1308288	-.0402253	.9435942
55	"2411"	2000	.3389689	.1394944	-.0521847	.9435942
55	"2411"	2001	.3399159	.1366441	-.0879399	.9435942
56	"2710"	2000	.3384058	.1345301	.1639873	
56	"2710"	2001	.3384058	.1333308	.1638336	
57	"2429"	1994	.65	.2062594	.1269569	.1873846
57	"2429"	1995	.5	.1616714	.003179	.2655385
57	"2429"	1998	.275	.1070277	-.0185719	
57	"2429"	1999	.3	.112399	.09361	
57	"2429"	2000	.3	.1192155	.0529011	
58	"3190"	1989	.92375	.3790843	-.0607049	0
58	"3190"	1990	.92125	.3184234	-.0768272	0
58	"3190"	1991	.91875	.3249402	-.0024209	0
58	"3190"	1992	.6025	.237868	.0296029	0
58	"3190"	1993	.8115179	.3108049	.0736042	.4833333
58	"3190"	1994	.6383333	.2181317	.0713587	.5866666
58	"3190"	1995	.4858333	.1802714	.2376194	.69
58	"3190"	1996	.4685417	.1434228	.3362717	.7933334
58	"3190"	1997	.3741667	.1189345	.3862092	.7933334
58	"3190"	1998	.3691667	.1197745	.4223936	.7933334
58	"3190"	1999	.373125	.1342432	.5178213	.7933334
58	"3190"	2000	.3314583	.1289626	.4800485	.7933334
58	"3190"	2001	.3308333	.1281529	.4848953	.7933334
59	"0112"	2000	.1904762	.0248831	.1210307	
59	"0112"	2001	.1904762	.0261129	.1421768	
60	"2423"	1998	.2978261	.1072172	.1398039	
61	"2411"	1990	.7744901	.3188152	-.2287389	0
61	"2411"	1991	.7477491	.3139919	-.0467689	0
61	"2411"	1992	.6439593	.2501145	-.1594143	0
61	"2411"	1993	.8395789	.3508435	-.2099756	.8589854
61	"2411"	1994	.6420454	.2588655	-.1428023	.8871883
61	"2411"	1995	.4962121	.200545	-.0159727	.9153912
61	"2411"	1996	.3840768	.165847	.0583998	.9435942
61	"2411"	1997	.289863	.1287808	.1056713	.9435942
61	"2411"	1998	.2911526	.1292971	-.0140585	.9435942
61	"2411"	1999	.3383394	.1308288	.3179435	.9435942
61	"2411"	2000	.3389689	.1394944	.2873601	.9435942
61	"2411"	2001	.3399159	.1366441	.039274	.9435942
62	"1711"	1990	.9764375	.248804	.0445606	0
62	"1711"	1991	1.029729	.2513515	.0492604	0
62	"1711"	1992	.633903	.1723241	.1026066	0
62	"1711"	1993	.85	.237793	.2028694	.0256359
62	"1711"	1994	.6475	.1815188	.1195935	.0463976
62	"1711"	1995	.4965625	.141361	.0182201	.0671593
62	"1711"	1996	.4896458	.133181	-.0367411	.087921
62	"1711"	1997	.3869792	.0912778	.204045	.087921
62	"1711"	1998	.3867708	.0917234	.3848932	.087921
62	"1711"	1999	.39	.0991868	.3695095	.087921
62	"1711"	2000	.3136029	.0910482	.3945748	.087921
62	"1711"	2001	.3117747	.091002	.4308881	.087921
63	"7220"	1994		.086087	.5335941	
63	"7220"	1996		.0581832	.8741381	
63	"7220"	1997		.0461823	.6743174	
63	"7220"	1998		.0463176	.5873609	
63	"7220"	1999		.0493221	.919612	
63	"7220"	2000		.0472774	1.20732	
63	"7220"	2001		.0474241	1.461472	
64	"1711"	1996	.4896458	.133181	-.1149042	.087921
64	"1711"	1997	.3869792	.0912778	.0502343	.087921
64	"1711"	1998	.3867708	.0917234	.1544125	.087921
64	"1711"	1999	.39	.0991868	.2649316	.087921
64	"1711"	2000	.3136029	.0910482	.2812055	.087921
64	"1711"	2001	.3117747	.091002	.2884746	.087921
65	"1512"	1993	.4857143	.2325361	-.136468	.3673469
65	"1512"	1994	.4063492	.1547858	-.0255878	.4938776
65	"1512"	1995	.3071429	.1247282	.58888	.6204082
65	"1512"	1996	.2714286	.1067485	.7061339	.7469388
65	"1512"	1997	.2142857	.091434	.0697012	.7469388
65	"1512"	1998	.2142857	.0923856	-.8360806	.7469388
65	"1512"	2000	.3071429	.1136061	-1.957992	.7469388
66	"0112"	1995	.1476191	.0304191	-.1027533	
66	"0112"	1996	.1476191	.0267207	.1905928	
66	"0112"	1997	.1	.0210776	-.0507322	
66	"0112"	1998	.1	.0210505	.3673038	
66	"0112"	1999	.1071429	.0219166	.5005156	
66	"0112"	2000	.1904762	.0248831	.5777886	
66	"0112"	2001	.1904762	.0261129	.3796373	
67	"1514"	1990	.9179487	.4281599	.3563737	0
67	"1514"	1991	.7538461	.4156717	.6677798	0
67	"1514"	1992	.5628205	.3051403	.7687134	0
67	"1514"	1993	.7923077	.4177581	.4965225	.1006944
67	"1514"	1994	.5923077	.3093226	.440002	.0805556
67	"1514"	1995	.4403846	.2409104	.4639791	.0604167
67	"1514"	1996	.3653846	.2131708	.6067611	.0402778
