companyid	industry	year	tariff	inputtariff	ln_tfp	fdi
980	"1711"	1989	1.027625	.2658626	.0016796	0
980	"1711"	1990	.9764375	.248804	-.0121877	0
980	"1711"	1991	1.029729	.2513515	.0840667	0
980	"1711"	1992	.633903	.1723241	.0961688	0
980	"1711"	1993	.85	.237793	.2380512	.0256359
980	"1711"	1994	.6475	.1815188	.1603479	.0463976
980	"1711"	1995	.4965625	.141361	-.0014832	.0671593
980	"1711"	1996	.4896458	.133181	-.0575319	.087921
980	"1711"	1997	.3869792	.0912778	.2257014	.087921
980	"1711"	1998	.3867708	.0917234	.2616243	.087921
980	"1711"	1999	.39	.0991868	.2790075	.087921
980	"1711"	2000	.3136029	.0910482	.3029096	.087921
980	"1711"	2001	.3117747	.091002	.3259024	.087921
981	"3410"	2000	.34	.1265243	-.2449633	
981	"3410"	2001	.3275	.1257805	.2969421	
982	"2710"	1991	.8769882	.3228926	-.6205575	0
982	"2710"	1992	.6518231	.246334	-.3480024	0
982	"2710"	1995	.4814009	.1978073	-.0976444	.9092393
982	"2710"	1996	.2941063	.1310722	-.0786094	.9024559
982	"2710"	1997	.2879227	.1115952	-.0082679	.9024559
982	"2710"	1998	.2909662	.114358	-.0990874	.9024559
982	"2710"	1999	.3388889	.1330724	.0424784	.9024559
982	"2710"	2000	.3384058	.1345301	-.0508586	.9024559
982	"2710"	2001	.3384058	.1333308	.0492338	.9024559
983	"2429"	1989	.85	.346584	-.061699	0
983	"2429"	1990	.625	.2990956	.027031	0
983	"2429"	1991	.625	.2937384	.0568152	0
983	"2429"	1992	.625	.2160391	.0904036	0
983	"2429"	1993	.85	.2967695	.0585196	.1092308
983	"2429"	1994	.65	.2062594	.0611354	.1873846
983	"2429"	1995	.5	.1616714	.0590169	.2655385
983	"2429"	1996	.4	.1345439	.064798	.3436923
983	"2429"	1997	.275	.107806	.1290758	.3436923
983	"2429"	1998	.275	.1070277	.0289234	.3436923
983	"2429"	1999	.3	.112399	.0798702	.3436923
983	"2429"	2000	.3	.1192155	-.011574	.3436923
983	"2429"	2001	.3	.119507	.0385713	.3436923
984	"2423"	1996	.3971014	.1379501	-.095453	1
984	"2423"	1997	.2978261	.105755	-.0769292	1
984	"2423"	1998	.2978261	.1072172	-.2162244	1
984	"2423"	1999	.3474638	.1223409	-.0633719	1
984	"2423"	2000	.3474638	.1221802	-.1715983	1
984	"2423"	2001	.3474638	.1220277	-.1145448	1
985	"0113"	1994	.4995	.0849196	-.30266	
985	"0113"	1995	.394898	.0658369	-.2115801	
985	"0113"	1996	.3440476	.0566231	-.450248	
985	"0113"	1998	.224915	.0470766	-.4657152	
985	"0113"	1999	.231	.0493359	-.4202884	
986	"2930"	1989	.8249119	.3955079	.0178203	0
986	"2930"	1990	.7572008	.3391288	-.0535832	0
986	"2930"	1991	.7517053	.3449703	.0127619	0
986	"2930"	1992	.5740955	.2472214	.0161118	0
986	"2930"	1993	.7006958	.3200085	.0127711	.7843137
986	"2930"	1994	.5252319	.2282201	.0163383	.7607843
986	"2930"	1995	.3501855	.1853153	.0926241	.7372549
986	"2930"	1996	.3887987	.1532301	.1668472	.7137255
986	"2930"	1997	.2961039	.1248186	.177036	.7137255
986	"2930"	1998	.2889611	.1257868	.2038563	.7137255
986	"2930"	1999	.3177412	.1397135	.3165716	.7137255
986	"2930"	2000	.2975417	.1307429	.3102987	.7137255
986	"2930"	2001	.3125	.1302298	.2838803	.7137255
987	"3430"	1994	.6	.2065216	.3165414	.8542857
987	"3430"	1995	.44375	.1725966	.2192804	.7657143
987	"3430"	1996	.44375	.140289	.1664183	.6771429
987	"3430"	1997	.355	.1159269	.0357905	.6771429
987	"3430"	1999	.37875	.1324771	-.0134367	.6771429
987	"3430"	2000	.34	.1265243	.0202256	.6771429
987	"3430"	2001	.3275	.1257805	-.0298118	.6771429
988	"2423"	1990	.642029	.2723157	.3253061	0
988	"2423"	1991	.6391304	.2702357	.330693	0
988	"2423"	1992	.5821739	.2243633	.3564182	0
988	"2423"	1993	.85	.3168643	.3903468	1
988	"2423"	1994	.65	.2320013	.3341467	1
988	"2423"	1995	.5	.175625	.3160949	1
988	"2423"	1996	.3971014	.1379501	.3271704	1
988	"2423"	1997	.2978261	.105755	.3585111	1
988	"2423"	1998	.2978261	.1072172	.3563286	1
988	"2423"	1999	.3474638	.1223409	.3030446	1
988	"2423"	2000	.3474638	.1221802	.2544219	1
988	"2423"	2001	.3474638	.1220277	.3328337	1
989	"2929"	1995	.2855072	.1642525	.4745511	.5676923
989	"2929"	1996	.2971014	.132106	.4895535	.5117949
989	"2929"	1997	.2283333	.1092836	.1066741	.5117949
989	"2929"	1998	.2277295	.1104465	.2827154	.5117949
989	"2929"	1999	.2684541	.1261421	.4392377	.5117949
989	"2929"	2000	.2642512	.1218533	.5945769	.5117949
990	"2520"	1991	.8382813	.3462137	.1536267	0
990	"2520"	1992	.6484375	.2453397	.3787737	0
990	"2520"	1993	.85	.3304291	.5646732	.3546512
990	"2520"	1994	.6453125	.2443269	.7179815	.4837209
990	"2520"	1995	.4953125	.1866716	.7224007	.6127907
990	"2520"	1996	.428125	.1546578	.6810827	.7418604
990	"2520"	1997	.334375	.1236293	.7816216	.7418604
990	"2520"	1998	.334375	.1252032	.8155243	.7418604
990	"2520"	1999	.3671875	.1371433	.8881649	.7418604
990	"2520"	2000	.35	.1335975	.8516389	.7418604
990	"2520"	2001	.35	.1337666	.8649556	.7418604
991	"2430"	1995	.5	.2053844	.3742642	1
991	"2430"	1996	.3	.1654468	.685291	1
991	"2430"	1997	.29375	.1288358	-.0198059	1
991	"2430"	1998	.3	.1302211	.9851274	1
991	"2430"	1999	.35	.1447995	.8410885	1
991	"2430"	2000	.2	.1388385	1.240594	1
992	"2430"	1989	1.5	.4392161	-.230335	0
992	"2430"	1990	1	.3524995	-.338456	0
992	"2430"	1991	1.5	.3516125	-.3336111	0
992	"2430"	1992	.65	.2734237	-.2758201	0
992	"2430"	1993	.85	.3793703	-.3019756	1
992	"2430"	1994	.65	.2685087	-.2418965	1
992	"2430"	1995	.5	.2053844	-.1412469	1
992	"2430"	1996	.3	.1654468	-.3148122	1
992	"2430"	1997	.29375	.1288358	-.0627267	1
992	"2430"	1998	.3	.1302211	.1214611	1
992	"2430"	1999	.35	.1447995	.37232	1
992	"2430"	2000	.2	.1388385	.3653755	1
992	"2430"	2001	.2	.1383799	.4785979	1
993	"2413"	1998	.3030303	.1384962	-.0583648	
993	"2413"	1999	.3515152	.1530295	.0654401	
993	"2413"	2000	.35	.1435218	-.0238884	
993	"2413"	2001	.35	.1431744	.0376234	
994	"2411"	1992	.6439593	.2501145	.0124607	0
994	"2411"	1993	.8395789	.3508435	-.2361597	.8589854
994	"2411"	1994	.6420454	.2588655	-.1340507	.8871883
994	"2411"	1995	.4962121	.200545	.0329545	.9153912
994	"2411"	1996	.3840768	.165847	.168277	.9435942
994	"2411"	1997	.289863	.1287808	.1211835	.9435942
994	"2411"	1998	.2911526	.1292971	.0647497	.9435942
994	"2411"	1999	.3383394	.1308288	.0530875	.9435942
994	"2411"	2000	.3389689	.1394944	-.1094409	.9435942
994	"2411"	2001	.3399159	.1366441	-.1261166	.9435942
995	"2929"	1995	.2855072	.1642525	.256073	.5676923
995	"2929"	1996	.2971014	.132106	.1938229	.5117949
995	"2929"	1997	.2283333	.1092836	.1878275	.5117949
995	"2929"	1998	.2277295	.1104465	.2520878	.5117949
995	"2929"	1999	.2684541	.1261421	.3933344	.5117949
995	"2929"	2000	.2642512	.1218533	.3700982	.5117949
996	"2929"	1993	.5196256	.2834217	-.1542421	.6794872
996	"2929"	1994	.348599	.194576	-.1091207	.6235898
996	"2929"	1995	.2855072	.1642525	-.0276966	.5676923
996	"2929"	1996	.2971014	.132106	-.0071165	.5117949
996	"2929"	1997	.2283333	.1092836	-.0328774	.5117949
996	"2929"	1999	.2684541	.1261421	.1175351	.5117949
996	"2929"	2000	.2642512	.1218533	.1606716	.5117949
997	"2929"	1994	.348599	.194576	.061187	.6235898
997	"2929"	1995	.2855072	.1642525	.1653926	.5676923
997	"2929"	1996	.2971014	.132106	.265711	.5117949
997	"2929"	1997	.2283333	.1092836	.2541418	.5117949
997	"2929"	1998	.2277295	.1104465	.2407883	.5117949
997	"2929"	1999	.2684541	.1261421	.3308675	.5117949
997	"2929"	2000	.2642512	.1218533	.1813297	.5117949
997	"2929"	2001	.2581643	.1213321	.1555573	.5117949
998	"3430"	1995	.44375	.1725966	.0171738	.7657143
998	"3430"	1996	.44375	.140289	.0759122	.6771429
998	"3430"	1997	.355	.1159269	.132761	.6771429
998	"3430"	1998	.355	.1167479	.0313175	.6771429
998	"3430"	1999	.37875	.1324771	-.0324522	.6771429
998	"3430"	2000	.34	.1265243	-.0255727	.6771429
998	"3430"	2001	.3275	.1257805	-.0801803	.6771429
999	"2925"	1993	.4633523	.2969085	.1205258	.9585492
999	"2925"	1994	.2772727	.2027781	.2127952	.9668394
999	"2925"	1995	.2556818	.1722477	.3556887	.9751295
999	"2925"	1996	.2954545	.1405289	.3673093	.9834197
999	"2925"	1997	.2121212	.1156833	.505433	.9834197
999	"2925"	1998	.225	.1170149	.4262323	.9834197
999	"2925"	1999	.2590909	.1337404	.6143506	.9834197
999	"2925"	2000	.2613636	.1296134	.6082144	.9834197
999	"2925"	2001	.2545455	.1286945	.4762547	.9834197
1000	"2430"	1989	1.5	.4392161	-.3319746	0
1000	"2430"	1990	1	.3524995	-.355488	0
1000	"2430"	1991	1.5	.3516125	-.2548776	0
1000	"2430"	1992	.65	.2734237	-.2118854	0
1000	"2430"	1993	.85	.3793703	-.2012799	1
1000	"2430"	1994	.65	.2685087	-.150439	1
1000	"2430"	1995	.5	.2053844	-.0864999	1
1000	"2430"	1996	.3	.1654468	-.1502762	1
1000	"2430"	1997	.29375	.1288358	.098565	1
1000	"2430"	1998	.3	.1302211	.2326569	1
1000	"2430"	1999	.35	.1447995	.3345188	1
1000	"2430"	2000	.2	.1388385	.3587751	1
1000	"2430"	2001	.2	.1383799	.378165	1
1001	"1810"	1996	.4972222	.166859	-.2864897	0
1001	"1810"	1997	.3972222	.1295447	-.4836014	0
1001	"1810"	1998	.3972222	.1308471	.4469306	0
1001	"1810"	2000	.35	.1221087	.2941589	0
1001	"1810"	2001	.35	.1220941	.4411777	0
1002	"3320"	1991	.8424242	.316334	.4535934	0
1002	"3320"	1992	.5859848	.2359261	.4180444	0
1002	"3320"	1995	.4772727	.1758364	.4322088	.8184211
1002	"3320"	1996	.4772727	.1380924	.4816716	.8789474
1002	"3320"	1997	.3535227	.1149153	.4686906	.8789474
1002	"3320"	1998	.3468794	.1164934	.4220543	.8789474
1002	"3320"	1999	.3559703	.1299089	.4517649	.8789474
1002	"3320"	2000	.3079575	.1265127	.6082883	.8789474
1002	"3320"	2001	.3093561	.1263125	.5023796	.8789474
1003	"3430"	1990	.6653571	.3052318	-.3399926	0
1003	"3430"	1991	.94125	.3227997	-.1457645	0
1003	"3430"	1992	.6375	.2326791	-.0056956	0
1003	"3430"	1993	.845	.2972887	.0648257	.9428571
1003	"3430"	1994	.6	.2065216	.1849073	.8542857
1003	"3430"	1995	.44375	.1725966	.24296	.7657143
1003	"3430"	1996	.44375	.140289	.2359096	.6771429
1003	"3430"	1997	.355	.1159269	.1712164	.6771429
1003	"3430"	1998	.355	.1167479	.0714165	.6771429
1003	"3430"	1999	.37875	.1324771	.1461145	.6771429
1003	"3430"	2000	.34	.1265243	.1575544	.6771429
1003	"3430"	2001	.3275	.1257805	.1441888	.6771429
1004	"2899"	1989	1.333333	.3969929	-.2139117	0
1004	"2899"	1990	1	.3547998	-.3056655	0
1004	"2899"	1991	1	.3539624	-.2525894	0
1004	"2899"	1992	.65	.2446642	-.1116724	0
1004	"2899"	1993	.85	.3241073	-.1313305	0
1004	"2899"	1994	.625	.2269192	-.1385412	.025
1004	"2899"	1995	.5	.1878382	-.061116	.05
1004	"2899"	1996	.4666667	.1562598	-.1069807	.075
1004	"2899"	1997	.3833333	.1272747	-.0644014	.075
1004	"2899"	1998	.3833333	.1283022	-.1292462	.075
1004	"2899"	1999	.3916667	.138661	-.1699226	.075
1004	"2899"	2000	.35	.1282418	-.0970959	.075
1004	"2899"	2001	.35	.1280879	-.1331381	.075
1005	"3130"	2000	.34	.1794457	-.0267733	
1005	"3130"	2001	.33	.1793418	-.2334372	
1006	"1551"	1991	3.058333		.0458895	0
1006	"1551"	1992	3.058333		.3217048	0
1006	"1551"	1993	3.508333		.0487469	0
1006	"1551"	1994	3.508333		.3050336	0
1006	"1551"	1995	2.291667		.3682677	0
1006	"1551"	1996	2.0875		.3650436	0
1006	"1551"	1997	1.975		.2811838	0
1006	"1551"	1999	1.7625		.071939	0
1006	"1551"	2000	1.6125		-.0507388	0
1006	"1551"	2001	1.6125		-.0127743	0
1007	"2929"	1990	.5549265	.2960579	.1240909	0
1007	"2929"	1991	.6121498	.3059028	.2041487	0
1007	"2929"	1992	.4465564	.2238933	.1852861	0
1007	"2929"	1993	.5196256	.2834217	.1221292	.6794872
1007	"2929"	1994	.348599	.194576	.2302654	.6235898
1007	"2929"	1995	.2855072	.1642525	.2850347	.5676923
1007	"2929"	1996	.2971014	.132106	.3284522	.5117949
1007	"2929"	1997	.2283333	.1092836	.3624513	.5117949
1007	"2929"	1998	.2277295	.1104465	.3604921	.5117949
1007	"2929"	1999	.2684541	.1261421	.419633	.5117949
1007	"2929"	2000	.2642512	.1218533	.311642	.5117949
1007	"2929"	2001	.2581643	.1213321	.2889497	.5117949
1008	"2710"	1992	.6518231	.246334	.2081896	0
1008	"2710"	1993	.7935231	.3629093	.0704239	.9228063
1008	"2710"	1994	.4961353	.2106148	.0673417	.9160228
1008	"2710"	1995	.4814009	.1978073	.0445078	.9092393
1008	"2710"	1996	.2941063	.1310722	-.0308709	.9024559
1008	"2710"	1997	.2879227	.1115952	.0139462	.9024559
1008	"2710"	1998	.2909662	.114358	.0144237	.9024559
1008	"2710"	1999	.3388889	.1330724	.0447227	.9024559
1008	"2710"	2000	.3384058	.1345301	.0879993	.9024559
1008	"2710"	2001	.3384058	.1333308	.1018876	.9024559
1009	"2413"	1993	.85	.3830478	.1525018	.96875
1009	"2413"	1994	.6318182	.2805318	.2116747	.975
1009	"2413"	1995	.3984848	.2119162	.2411381	.98125
1009	"2413"	1996	.3090909	.1752412	.1982088	.9875
1009	"2413"	1997	.3030303	.1376462	.1109054	.9875
1009	"2413"	1998	.3030303	.1384962	.0198449	.9875
1009	"2413"	1999	.3515152	.1530295	.0215104	.9875
1009	"2413"	2000	.35	.1435218	.0726958	.9875
1010	"3190"	1990	.92125	.3184234	.3364606	0
1010	"3190"	1991	.91875	.3249402	.2127456	0
1010	"3190"	1992	.6025	.237868	.4087195	0
1010	"3190"	1993	.8115179	.3108049	.3695752	.4833333
1010	"3190"	1994	.6383333	.2181317	.2627782	.5866666
1010	"3190"	1995	.4858333	.1802714	.5270345	.69
1010	"3190"	1996	.4685417	.1434228	.5046734	.7933334
1010	"3190"	1997	.3741667	.1189345	.3254771	.7933334
1010	"3190"	1998	.3691667	.1197745	.1930552	.7933334
1010	"3190"	1999	.373125	.1342432	.3520816	.7933334
1010	"3190"	2000	.3314583	.1289626	.5867501	.7933334
1010	"3190"	2001	.3308333	.1281529	.5421095	.7933334
1011	"1514"	1994	.5923077	.3093226	.131838	.0805556
1011	"1514"	1995	.4403846	.2409104	.1917378	.0604167
1011	"1514"	1996	.3653846	.2131708	.1915931	.0402778
1011	"1514"	1997	.3019231	.172041	.1616225	.0402778
1011	"1514"	1999	.2596154	.1577674	-.270657	.0402778
1011	"1514"	2000	.3384615	.1883267	-.4505536	.0402778
1012	"2710"	1993	.7935231	.3629093	-.2667207	.9228063
1012	"2710"	1994	.4961353	.2106148	-.2426118	.9160228
1012	"2710"	1995	.4814009	.1978073	-.0520297	.9092393
1012	"2710"	1996	.2941063	.1310722	-.1797317	.9024559
1012	"2710"	1997	.2879227	.1115952	-.7381879	.9024559
1012	"2710"	2001	.3384058	.1333308	-.275765	.9024559
1013	"3430"	1991	.94125	.3227997	.0497066	0
1013	"3430"	1992	.6375	.2326791	.1516673	0
1013	"3430"	1993	.845	.2972887	.2785552	.9428571
1013	"3430"	1994	.6	.2065216	.2442144	.8542857
1013	"3430"	1995	.44375	.1725966	.3978912	.7657143
1013	"3430"	1996	.44375	.140289	.4544623	.6771429
1013	"3430"	1997	.355	.1159269	.4961254	.6771429
1013	"3430"	1998	.355	.1167479	.4725275	.6771429
1013	"3430"	1999	.37875	.1324771	.274668	.6771429
1013	"3430"	2000	.34	.1265243	.291686	.6771429
1014	"2430"	1989	1.5	.4392161	-.2357949	0
1014	"2430"	1990	1	.3524995	-.371619	0
1014	"2430"	1991	1.5	.3516125	-.2634242	0
1014	"2430"	1992	.65	.2734237	-.219982	0
1014	"2430"	1993	.85	.3793703	-.1111475	1
1014	"2430"	1994	.65	.2685087	-.0546776	1
1014	"2430"	1995	.5	.2053844	-.0050399	1
1014	"2430"	1996	.3	.1654468	.0400318	1
1014	"2430"	1997	.29375	.1288358	.30286	1
1014	"2430"	1998	.3	.1302211	.3956193	1
1014	"2430"	1999	.35	.1447995	.4460398	1
1014	"2430"	2000	.2	.1388385	.2097816	1
1014	"2430"	2001	.2	.1383799	-.027771	1
1015	"1711"	1996	.4896458	.133181	.1404307	.087921
1015	"1711"	1997	.3869792	.0912778	.0597489	.087921
1015	"1711"	1998	.3867708	.0917234	2.029728	.087921
1016	"1600"	1989	.92	.1715793	.33132	0
1016	"1600"	1990	.91	.1549574	.2731638	0
1016	"1600"	1991	.91	.1545909	.5752442	0
1016	"1600"	1992	.54	.1093079	.5436568	0
1016	"1600"	1993	.7428572	.2108455	.5274762	0
1016	"1600"	1994	.5642857	.1557215	.5370966	0
1016	"1600"	1995	.4428571	.1189551	.5745192	0
1016	"1600"	1996	.65	.1053005	.2931018	0
1016	"1600"	1998	.5642857	.0857688	.0981685	0
1016	"1600"	1999	.5642857	.0888569	.129495	0
1016	"1600"	2000	.5428571	.0904777	.1514794	0
1016	"1600"	2001	.5428571	.0930595	.3642328	0
1017	"3130"	1997	.4	.1640771	-.18783	
1017	"3130"	1998	.4	.1661911	.3937329	
1017	"3130"	1999	.385	.1860715	.1583011	
1017	"3130"	2000	.34	.1794457	-.0415477	
1017	"3130"	2001	.33	.1793418	-.1218223	
1018	"1711"	1989	1.027625	.2658626	-.0004175	0
1018	"1711"	1990	.9764375	.248804	-.0053227	0
1018	"1711"	1991	1.029729	.2513515	.1311422	0
1018	"1711"	1992	.633903	.1723241	.1822055	0
1018	"1711"	1993	.85	.237793	.1105441	.0256359
1018	"1711"	1994	.6475	.1815188	.1038628	.0463976
1018	"1711"	1995	.4965625	.141361	.0467816	.0671593
1018	"1711"	1996	.4896458	.133181	-.0033571	.087921
1018	"1711"	1997	.3869792	.0912778	.1750064	.087921
1018	"1711"	1998	.3867708	.0917234	.2474959	.087921
1018	"1711"	1999	.39	.0991868	.3032654	.087921
1018	"1711"	2000	.3136029	.0910482	.2855588	.087921
1018	"1711"	2001	.3117747	.091002	.35818	.087921
1019	"2914"	1997	.2089286	.1063211	.1859122	
1019	"2914"	1999	.2470663	.1231473	.4963441	
1019	"2914"	2000	.269898	.1191695	.4558051	
1020	"3430"	1989	.945	.3713373	.1529031	0
1020	"3430"	1990	.6653571	.3052318	.0978621	0
1020	"3430"	1991	.94125	.3227997	.1248205	0
1020	"3430"	1992	.6375	.2326791	.1515122	0
1020	"3430"	1993	.845	.2972887	.1690762	.9428571
1020	"3430"	1994	.6	.2065216	.2713309	.8542857
1020	"3430"	1995	.44375	.1725966	.3440636	.7657143
1020	"3430"	1996	.44375	.140289	.311488	.6771429
1020	"3430"	1997	.355	.1159269	.2734216	.6771429
1020	"3430"	1998	.355	.1167479	.2109008	.6771429
1020	"3430"	1999	.37875	.1324771	.2090854	.6771429
1020	"3430"	2000	.34	.1265243	.2724189	.6771429
1020	"3430"	2001	.3275	.1257805	.2878051	.6771429
1021	"3430"	1991	.94125	.3227997	-.0903484	0
1021	"3430"	1992	.6375	.2326791	-.0699565	0
1021	"3430"	1993	.845	.2972887	-.290206	.9428571
1021	"3430"	1994	.6	.2065216	-.1030155	.8542857
1021	"3430"	1995	.44375	.1725966	.0432931	.7657143
1021	"3430"	1996	.44375	.140289	.1060216	.6771429
1021	"3430"	1997	.355	.1159269	.0656417	.6771429
1021	"3430"	1998	.355	.1167479	-.0422734	.6771429
1021	"3430"	1999	.37875	.1324771	-.1207333	.6771429
1021	"3430"	2000	.34	.1265243	.0038472	.6771429
1021	"3430"	2001	.3275	.1257805	-.0634855	.6771429
1022	"3430"	1989	.945	.3713373	.0202652	0
1022	"3430"	1990	.6653571	.3052318	-.0685899	0
1022	"3430"	1991	.94125	.3227997	-.019923	0
1022	"3430"	1992	.6375	.2326791	.0182624	0
1022	"3430"	1993	.845	.2972887	.0190773	.9428571
1022	"3430"	1994	.6	.2065216	-.0642761	.8542857
1022	"3430"	1999	.37875	.1324771	.0660913	
1022	"3430"	2000	.34	.1265243	.0708541	
1023	"3130"	1990	1	.4505576	-.1619374	0
1023	"3130"	1991	1	.4538684	-.1493827	0
1023	"3130"	1992	.65	.3386688	-.1122721	0
1023	"3130"	1993	.85	.4312628	-.140035	1
1023	"3130"	1994	.65	.2990982	-.0893394	1
1023	"3130"	1995	.5	.244983	-.0483297	1
1023	"3130"	1996	.5	.1877066	-.0443859	1
1023	"3130"	1997	.4	.1640771	.0436449	1
1023	"3130"	1998	.4	.1661911	-.1289612	1
1023	"3130"	1999	.385	.1860715	.1155277	1
1023	"3130"	2000	.34	.1794457	-.3288004	1
1023	"3130"	2001	.33	.1793418	-.5717613	1
1024	"2921"	1996	.3571429	.1400635	-.07726	.4777778
1024	"2921"	1997	.2857143	.1140336	-.0050291	.4777778
1024	"2921"	1998	.2857143	.1151915	.0734013	.4777778
1025	"2913"	1995	.2991072	.165488	-.2926971	.7697842
1025	"2913"	1996	.2723214	.1281416	.0485567	.6798561
1025	"2913"	1997	.2089286	.1063211	-.1000227	.6798561
1025	"2913"	1998	.1979592	.1072178	.2651637	.6798561
1025	"2913"	1999	.2470663	.1231473	.2958116	.6798561
1025	"2913"	2000	.269898	.1191695	.1044614	.6798561
1025	"2913"	2001	.2716837	.1188341	.1302917	.6798561
1026	"2424"	1995	.5	.2176767	-.0627507	0
1026	"2424"	1996	.5	.1727028	-.0237599	0
1026	"2424"	1998	.4	.1341039	-.0119034	0
1026	"2424"	1999	.4	.1492679	-.0127016	0
1026	"2424"	2000	.35	.1484582	-.0396588	0
1026	"2424"	2001	.35	.1478951	-.1080768	0
1027	"2520"	1993	.85	.3304291	.6247481	.3546512
1027	"2520"	1994	.6453125	.2443269	.7264886	.4837209
1027	"2520"	1995	.4953125	.1866716	.6747338	.6127907
1027	"2520"	1996	.428125	.1546578	.4973944	.7418604
1027	"2520"	1997	.334375	.1236293	.6008871	.7418604
1027	"2520"	1998	.334375	.1252032	.4724998	.7418604
1027	"2520"	1999	.3671875	.1371433	.6426222	.7418604
1027	"2520"	2000	.35	.1335975	.7382814	.7418604
1027	"2520"	2001	.35	.1337666	.3849417	.7418604
1028	"3000"	1995	.5	.1313615	.9715119	.8
1029	"2710"	1993	.7935231	.3629093	-.0683873	.9228063
1029	"2710"	1994	.4961353	.2106148	.0203693	.9160228
1029	"2710"	1995	.4814009	.1978073	.2128754	.9092393
1029	"2710"	1996	.2941063	.1310722	.3443377	.9024559
1029	"2710"	1997	.2879227	.1115952	.281275	.9024559
1029	"2710"	1998	.2909662	.114358	.2364517	.9024559
1029	"2710"	1999	.3388889	.1330724	.252794	.9024559
1029	"2710"	2000	.3384058	.1345301	.2959999	.9024559
1029	"2710"	2001	.3384058	.1333308	.3064163	.9024559
1030	"2930"	1993	.7006958	.3200085	.061411	.7843137
1030	"2930"	1994	.5252319	.2282201	.1007286	.7607843
1030	"2930"	1995	.3501855	.1853153	.1222937	.7372549
1030	"2930"	1996	.3887987	.1532301	.0797752	.7137255
1030	"2930"	1997	.2961039	.1248186	.2232981	.7137255
1030	"2930"	1998	.2889611	.1257868	.2865911	.7137255
1030	"2930"	1999	.3177412	.1397135	.3461699	.7137255
1030	"2930"	2000	.2975417	.1307429	.4373525	.7137255
1030	"2930"	2001	.3125	.1302298	.4313001	.7137255
1031	"1422"	1989	.7	.050941	0	0
1031	"1422"	1990	.7	.0405902	-.2909089	0
1031	"1422"	1991	.7	.0396424	-.1244364	0
1031	"1422"	1992	.65	.0315361	-.1305982	0
1031	"1422"	1993	.85	.0423202	.0686327	0
1031	"1422"	1994	.65	.0318578	.2100202	.2
1031	"1422"	1995	.5	.024569	.1388152	.4
1031	"1422"	1996	.4	.0199548	.2106929	.6
1031	"1422"	1997	.25	.015396	.2443063	.6
1031	"1422"	1998	.25	.0154696	.1632886	.6
1031	"1422"	1999	.25	.0170337	.3299481	.6
1031	"1422"	2000	.25	.0167293	.2672773	.6
1031	"1422"	2001	.25	.0165725	.2797212	.6
1032	"2731"	1992	.6571996	.2894325	-.019162	0
1032	"2731"	1993	.7984137	.3955704	-.0900087	.950237
1032	"2731"	1996	.2943147	.1470512	-.2456881	.7800948
1032	"2731"	1997	.2898477	.128744	-.7017149	.7800948
1032	"2731"	1998	.2915229	.1314719	-.2177721	.7800948
1032	"2731"	1999	.3393401	.1517126	.0072227	.7800948
1032	"2731"	2000	.3393401	.1515179	-.0078932	.7800948
1033	"2430"	1993	.85	.3793703	.1026807	1
1033	"2430"	1994	.65	.2685087	.0035801	1
1033	"2430"	1995	.5	.2053844	.0888413	1
1033	"2430"	1996	.3	.1654468	.0150281	1
1033	"2430"	1997	.29375	.1288358	.2060186	1
1033	"2430"	1999	.35	.1447995	.4119882	1
1033	"2430"	2000	.2	.1388385	.3732068	1
1033	"2430"	2001	.2	.1383799	.4030784	1
1034	"2899"	1990	1	.3547998	.0244208	0
1034	"2899"	1991	1	.3539624	.1929585	0
1034	"2899"	1992	.65	.2446642	.3227087	0
1034	"2899"	1993	.85	.3241073	.3160599	0
1034	"2899"	1994	.625	.2269192	.0185371	.025
1034	"2899"	1996	.4666667	.1562598	.0381707	.075
1034	"2899"	1997	.3833333	.1272747	.0420468	.075
1034	"2899"	1998	.3833333	.1283022	-.6060709	.075
1034	"2899"	1999	.3916667	.138661	.0259804	.075
1034	"2899"	2000	.35	.1282418	-.0073205	.075
1034	"2899"	2001	.35	.1280879	.0577323	.075
1035	"1542"	1996	.22	.1900522	-.1990101	0
1035	"1542"	1997	.18	.1571178	-.3308307	0
1035	"1542"	1998	.34	.1557722	-.4789261	0
1035	"1542"	2000	.46	.1939559	-.7347323	0
1035	"1542"	2001	.46	.1993669	-.8672594	0
1036	"1711"	1998	.3867708	.0917234	.3919594	
1036	"1711"	1999	.39	.0991868	.5042232	
1036	"1711"	2000	.3136029	.0910482	.3832402	
1036	"1711"	2001	.3117747	.091002	.3778014	
1037	"2694"	1998	.3	.0238171	-.7131026	
1038	"2710"	1995	.4814009	.1978073	.0269911	.9092393
1038	"2710"	1996	.2941063	.1310722	-.0133872	.9024559
1038	"2710"	1997	.2879227	.1115952	-.0313439	.9024559
1038	"2710"	1998	.2909662	.114358	-.0440165	.9024559
1038	"2710"	1999	.3388889	.1330724	.0706797	.9024559
1038	"2710"	2000	.3384058	.1345301	.0421828	.9024559
1038	"2710"	2001	.3384058	.1333308	.047814	.9024559
1039	"1711"	1994	.6475	.1815188	.0058976	.0463976
1039	"1711"	1995	.4965625	.141361	-.026895	.0671593
1039	"1711"	1996	.4896458	.133181	-.0178928	.087921
1039	"1711"	1997	.3869792	.0912778	.2199966	.087921
1039	"1711"	1998	.3867708	.0917234	.2206447	.087921
