year	iso	hs2	description	xusa	dtariff_zaf
2023	"DJI"	24	"Tobacco and manufactured tobacco substitutes"	0	.3328495
2023	"DJI"	25	"Salt; sulphur; earths, stone; plastering materials, lime and cement"	0	.0193265
2023	"DJI"	26	"Ores, slag and ash"	0	.0024819
2023	"DJI"	27	"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"	70102.758	.0105379
2023	"DJI"	28	"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes"	0	.0151988
2023	"DJI"	29	"Organic chemicals"	0	.0660566
2023	"DJI"	30	"Pharmaceutical products"	281.35	.1072435
2023	"DJI"	31	"Fertilizers"	0	.0853198
2023	"DJI"	32	"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"	0	.0814083
2023	"DJI"	33	"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"	0	.1874122
2023	"DJI"	34	"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, 'dental waxes' and dental preparations with a basis of plaster"	0	.2777111
2023	"DJI"	35	"Albuminoidal substances; modified starches; glues; enzymes"	0	.2923339
2023	"DJI"	36	"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations"	0	.1898864
2023	"DJI"	38	"Chemical products n.e.c."	0	.0995381
2023	"DJI"	39	"Plastics and articles thereof"	53661.041	.0919287
2023	"DJI"	40	"Rubber and articles thereof"	0	.0523088
2023	"DJI"	41	"Raw hides and skins (other than furskins) and leather"	0	.0238002
2023	"DJI"	42	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"	25540.953	.0501756
2023	"DJI"	43	"Furskins and artificial fur; manufactures thereof"	0	.1911124
2023	"DJI"	44	"Wood and articles of wood; wood charcoal"	0	.0198267
2023	"DJI"	47	"Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard"	0	.1695981
2023	"DJI"	48	"Paper and paperboard; articles of paper pulp, of paper or paperboard"	0	.1752228
2023	"DJI"	49	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"	3469.974	.120267
2023	"DJI"	51	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	0	.2776226
2023	"DJI"	52	"Cotton"	0	.111696
2023	"DJI"	53	"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn"	0	.2944262
2023	"DJI"	54	"Man-made filaments"	0	.2960315
2023	"DJI"	55	"Man-made staple fibres"	0	.1434913
2023	"DJI"	56	"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"	537822.64	.2516485
2023	"DJI"	57	"Carpets and other textile floor coverings"	0	.238394
2023	"DJI"	58	"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"	0	.2593389
2023	"DJI"	59	"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use"	0	.2905252
2023	"DJI"	61	"Apparel and clothing accessories; knitted or crocheted"	0	.2028747
2023	"DJI"	62	"Apparel and clothing accessories; not knitted or crocheted"	0	.2670021
2023	"DJI"	63	"Textiles, made up articles; sets; worn clothing and worn textile articles; rags"	0	.1989086
2023	"DJI"	64	"Footwear; gaiters and the like; parts of such articles"	66166.025	.0004978
2023	"DJI"	65	"Headgear and parts thereof"	0	.2247009
2023	"DJI"	66	"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof"	0	.3240977
2023	"DJI"	67	"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair"	0	.287054
2023	"DJI"	68	"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof"	0	.1879873
2023	"DJI"	69	"Ceramic products"	0	.2053897
2023	"DJI"	70	"Glass and glassware"	0	-.0078086
2023	"DJI"	71	"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin"	0	.0000545
2023	"DJI"	72	"Iron and steel"	8080.282	-.0085765
2023	"DJI"	73	"Iron or steel articles"	46194.069	.3128074
2023	"DJI"	74	"Copper and articles thereof"	0	-.0005598
2023	"DJI"	75	"Nickel and articles thereof"	0	0
2023	"DJI"	76	"Aluminium and articles thereof"	0	.3316131
2023	"DJI"	81	"Metals; n.e.c., cermets and articles thereof"	0	-.0359292
2023	"DJI"	82	"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal"	501778.85	.2275527
2023	"DJI"	83	"Metal; miscellaneous products of base metal"	0	.196492
2023	"DJI"	84	"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"	2649555.5	.2623709
2023	"DJI"	85	"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles"	9072497	.1946234
2023	"DJI"	86	"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"	1789815.8	.4039189
2023	"DJI"	87	"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof"	39368475	.051481
2023	"DJI"	88	"Aircraft, spacecraft and parts thereof"	4571313.5	.2847588
2023	"DJI"	89	"Ships, boats and floating structures"	0	-.0000545
2023	"DJI"	90	"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories"	4070993.5	.2389151
2023	"DJI"	91	"Clocks and watches and parts thereof"	0	-.066625
2023	"DJI"	92	"Musical instruments; parts and accessories of such articles"	0	.3183485
2023	"DJI"	93	"Arms and ammunition; parts and accessories thereof"	10016.06	.286335
2023	"DJI"	94	"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings"	0	.2306681
2023	"DJI"	95	"Toys, games and sports requisites; parts and accessories thereof"	0	.1546664
2023	"DJI"	96	"Miscellaneous manufactured articles"	0	.2930574
2023	"DJI"	97	"Works of art; collectors' pieces and antiques"	0	.0266496
2023	"DMA"	1	"Animals; live"	1111.11	.2998794
2023	"DMA"	3	"Fish and crustaceans, molluscs and other aquatic invertebrates"	9077.028	.2695801
2023	"DMA"	5	"Animal originated products; not elsewhere specified or included"	0	.211838
2023	"DMA"	6	"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage"	0	.0463006
2023	"DMA"	7	"Vegetables and certain roots and tubers; edible"	234490.51	.3815568
2023	"DMA"	8	"Fruit and nuts, edible; peel of citrus fruit or melons"	54969.575	.008914
2023	"DMA"	9	"Coffee, tea, mate and spices"	13404.801	.1295705
2023	"DMA"	10	"Cereals"	6.667	.148613
2023	"DMA"	11	"Products of the milling industry; malt, starches, inulin, wheat gluten"	153.333	.2906313
2023	"DMA"	12	"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"	12.963	.1585621
2023	"DMA"	13	"Lac; gums, resins and other vegetable saps and extracts"	0	-.003356
2023	"DMA"	15	"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes"	41.852	.2665942
2023	"DMA"	17	"Sugars and sugar confectionery"	2.222	.1052064
2023	"DMA"	18	"Cocoa and cocoa preparations"	194.815	.1285696
2023	"DMA"	19	"Preparations of cereals, flour, starch or milk; pastrycooks' products"	512.592	.1462482
2023	"DMA"	20	"Preparations of vegetables, fruit, nuts or other parts of plants"	4.074	.031764
2023	"DMA"	21	"Miscellaneous edible preparations"	1878.146	.0135984
2023	"DMA"	22	"Beverages, spirits and vinegar"	11059.248	.0710093
2023	"DMA"	23	"Food industries, residues and wastes thereof; prepared animal fodder"	0	.2773979
2023	"DMA"	24	"Tobacco and manufactured tobacco substitutes"	0	.3328495
2023	"DMA"	25	"Salt; sulphur; earths, stone; plastering materials, lime and cement"	0	.0193265
2023	"DMA"	26	"Ores, slag and ash"	0	.0024819
2023	"DMA"	27	"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"	0	.0105379
2023	"DMA"	28	"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes"	0	.0151988
2023	"DMA"	29	"Organic chemicals"	11.852	.0660566
2023	"DMA"	30	"Pharmaceutical products"	5456.661	.1072435
2023	"DMA"	31	"Fertilizers"	0	.0853198
2023	"DMA"	32	"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"	0	.0814083
2023	"DMA"	33	"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"	29483.674	.1874122
2023	"DMA"	34	"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, 'dental waxes' and dental preparations with a basis of plaster"	1369.258	.2777111
2023	"DMA"	35	"Albuminoidal substances; modified starches; glues; enzymes"	0	.2923339
2023	"DMA"	36	"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations"	0	.1898864
2023	"DMA"	38	"Chemical products n.e.c."	104.444	.0995381
2023	"DMA"	39	"Plastics and articles thereof"	5524.439	.0919287
2023	"DMA"	40	"Rubber and articles thereof"	1511.11	.0523088
2023	"DMA"	41	"Raw hides and skins (other than furskins) and leather"	0	.0238002
2023	"DMA"	42	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"	0	.0501756
2023	"DMA"	43	"Furskins and artificial fur; manufactures thereof"	0	.1911124
2023	"DMA"	44	"Wood and articles of wood; wood charcoal"	0	.0198267
2023	"DMA"	47	"Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard"	0	.1695981
2023	"DMA"	48	"Paper and paperboard; articles of paper pulp, of paper or paperboard"	0	.1752228
2023	"DMA"	49	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"	348.148	.120267
2023	"DMA"	51	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	0	.2776226
2023	"DMA"	52	"Cotton"	0	.111696
2023	"DMA"	53	"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn"	0	.2944262
2023	"DMA"	54	"Man-made filaments"	0	.2960315
2023	"DMA"	55	"Man-made staple fibres"	0	.1434913
2023	"DMA"	56	"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"	8508.88	.2516485
2023	"DMA"	57	"Carpets and other textile floor coverings"	0	.238394
2023	"DMA"	58	"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"	0	.2593389
2023	"DMA"	59	"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use"	0	.2905252
2023	"DMA"	61	"Apparel and clothing accessories; knitted or crocheted"	0	.2028747
2023	"DMA"	62	"Apparel and clothing accessories; not knitted or crocheted"	638.518	.2670021
2023	"DMA"	63	"Textiles, made up articles; sets; worn clothing and worn textile articles; rags"	0	.1989086
2023	"DMA"	64	"Footwear; gaiters and the like; parts of such articles"	0	.0004978
2023	"DMA"	65	"Headgear and parts thereof"	16180.725	.2247009
2023	"DMA"	66	"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof"	0	.3240977
2023	"DMA"	67	"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair"	0	.287054
2023	"DMA"	68	"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof"	0	.1879873
2023	"DMA"	69	"Ceramic products"	0	.2053897
2023	"DMA"	70	"Glass and glassware"	0	-.0078086
2023	"DMA"	71	"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin"	28291.453	.0000545
2023	"DMA"	72	"Iron and steel"	11855.173	-.0085765
2023	"DMA"	73	"Iron or steel articles"	20775.535	.3128074
2023	"DMA"	74	"Copper and articles thereof"	0	-.0005598
2023	"DMA"	75	"Nickel and articles thereof"	0	0
2023	"DMA"	76	"Aluminium and articles thereof"	8034.066	.3316131
2023	"DMA"	81	"Metals; n.e.c., cermets and articles thereof"	0	-.0359292
2023	"DMA"	82	"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal"	13581.838	.2275527
2023	"DMA"	83	"Metal; miscellaneous products of base metal"	0	.196492
2023	"DMA"	84	"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"	518209.85	.2623709
2023	"DMA"	85	"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles"	338100.77	.1946234
2023	"DMA"	86	"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"	0	.4039189
2023	"DMA"	87	"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof"	111.111	.051481
2023	"DMA"	88	"Aircraft, spacecraft and parts thereof"	0	.2847588
2023	"DMA"	89	"Ships, boats and floating structures"	0	-.0000545
2023	"DMA"	90	"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories"	130493.94	.2389151
2023	"DMA"	91	"Clocks and watches and parts thereof"	263420.48	-.066625
2023	"DMA"	92	"Musical instruments; parts and accessories of such articles"	0	.3183485
2023	"DMA"	93	"Arms and ammunition; parts and accessories thereof"	0	.286335
2023	"DMA"	94	"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings"	925.925	.2306681
2023	"DMA"	95	"Toys, games and sports requisites; parts and accessories thereof"	0	.1546664
2023	"DMA"	96	"Miscellaneous manufactured articles"	94.444	.2930574
2023	"DMA"	97	"Works of art; collectors' pieces and antiques"	59.259	.0266496
2023	"DNK"	1	"Animals; live"	2429604.3	.2998794
2023	"DNK"	3	"Fish and crustaceans, molluscs and other aquatic invertebrates"	1.639e+08	.2695801
2023	"DNK"	5	"Animal originated products; not elsewhere specified or included"	14304168	.211838
2023	"DNK"	6	"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage"	364878.58	.0463006
2023	"DNK"	7	"Vegetables and certain roots and tubers; edible"	386029.27	.3815568
2023	"DNK"	8	"Fruit and nuts, edible; peel of citrus fruit or melons"	65056.506	.008914
2023	"DNK"	9	"Coffee, tea, mate and spices"	1483561.1	.1295705
2023	"DNK"	10	"Cereals"	3962.145	.148613
2023	"DNK"	11	"Products of the milling industry; malt, starches, inulin, wheat gluten"	1856374.7	.2906313
2023	"DNK"	12	"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"	19011561	.1585621
2023	"DNK"	13	"Lac; gums, resins and other vegetable saps and extracts"	1810922.2	-.003356
2023	"DNK"	15	"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes"	4514803.8	.2665942
2023	"DNK"	17	"Sugars and sugar confectionery"	1286708.9	.1052064
2023	"DNK"	18	"Cocoa and cocoa preparations"	3335661.3	.1285696
2023	"DNK"	19	"Preparations of cereals, flour, starch or milk; pastrycooks' products"	65038408	.1462482
2023	"DNK"	20	"Preparations of vegetables, fruit, nuts or other parts of plants"	4831356.5	.031764
2023	"DNK"	21	"Miscellaneous edible preparations"	1.022e+08	.0135984
2023	"DNK"	22	"Beverages, spirits and vinegar"	13762144	.0710093
2023	"DNK"	23	"Food industries, residues and wastes thereof; prepared animal fodder"	8315754.8	.2773979
2023	"DNK"	24	"Tobacco and manufactured tobacco substitutes"	14122824	.3328495
2023	"DNK"	25	"Salt; sulphur; earths, stone; plastering materials, lime and cement"	1038273.5	.0193265
2023	"DNK"	26	"Ores, slag and ash"	377.375	.0024819
2023	"DNK"	27	"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"	96236807	.0105379
2023	"DNK"	28	"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes"	30771409	.0151988
2023	"DNK"	29	"Organic chemicals"	1.300e+08	.0660566
2023	"DNK"	30	"Pharmaceutical products"	6.417e+08	.1072435
2023	"DNK"	31	"Fertilizers"	65723.444	.0853198
2023	"DNK"	32	"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"	24818082	.0814083
2023	"DNK"	33	"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"	5741737.9	.1874122
2023	"DNK"	34	"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, 'dental waxes' and dental preparations with a basis of plaster"	19144220	.2777111
2023	"DNK"	35	"Albuminoidal substances; modified starches; glues; enzymes"	1.922e+08	.2923339
2023	"DNK"	36	"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations"	81523.98	.1898864
2023	"DNK"	38	"Chemical products n.e.c."	1.352e+08	.0995381
2023	"DNK"	39	"Plastics and articles thereof"	1.244e+08	.0919287
2023	"DNK"	40	"Rubber and articles thereof"	37146195	.0523088
2023	"DNK"	41	"Raw hides and skins (other than furskins) and leather"	142255.34	.0238002
2023	"DNK"	42	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"	11228252	.0501756
2023	"DNK"	43	"Furskins and artificial fur; manufactures thereof"	1178162.4	.1911124
2023	"DNK"	44	"Wood and articles of wood; wood charcoal"	21291094	.0198267
2023	"DNK"	47	"Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard"	39640.606	.1695981
2023	"DNK"	48	"Paper and paperboard; articles of paper pulp, of paper or paperboard"	17891562	.1752228
2023	"DNK"	49	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"	8997622.5	.120267
2023	"DNK"	51	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	5174843.5	.2776226
2023	"DNK"	52	"Cotton"	568796.37	.111696
2023	"DNK"	53	"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn"	345772.68	.2944262
2023	"DNK"	54	"Man-made filaments"	1942853.9	.2960315
2023	"DNK"	55	"Man-made staple fibres"	717492.62	.1434913
2023	"DNK"	56	"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"	6705992.7	.2516485
2023	"DNK"	57	"Carpets and other textile floor coverings"	7875519.2	.238394
2023	"DNK"	58	"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"	676596.96	.2593389
2023	"DNK"	59	"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use"	3254932.5	.2905252
2023	"DNK"	61	"Apparel and clothing accessories; knitted or crocheted"	20330551	.2028747
2023	"DNK"	62	"Apparel and clothing accessories; not knitted or crocheted"	26630891	.2670021
2023	"DNK"	63	"Textiles, made up articles; sets; worn clothing and worn textile articles; rags"	31999106	.1989086
2023	"DNK"	64	"Footwear; gaiters and the like; parts of such articles"	7333443.1	.0004978
2023	"DNK"	65	"Headgear and parts thereof"	1042783.9	.2247009
2023	"DNK"	66	"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof"	268307.94	.3240977
2023	"DNK"	67	"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair"	74459.524	.287054
2023	"DNK"	68	"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof"	5143624	.1879873
2023	"DNK"	69	"Ceramic products"	7612828.7	.2053897
2023	"DNK"	70	"Glass and glassware"	17154095	-.0078086
2023	"DNK"	71	"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin"	7965781.4	.0000545
2023	"DNK"	72	"Iron and steel"	10198579	-.0085765
2023	"DNK"	73	"Iron or steel articles"	1.518e+08	.3128074
2023	"DNK"	74	"Copper and articles thereof"	2081750.1	-.0005598
2023	"DNK"	75	"Nickel and articles thereof"	806341.88	0
2023	"DNK"	76	"Aluminium and articles thereof"	31535350	.3316131
2023	"DNK"	81	"Metals; n.e.c., cermets and articles thereof"	419259.3	-.0359292
2023	"DNK"	82	"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal"	12458812	.2275527
2023	"DNK"	83	"Metal; miscellaneous products of base metal"	18791115	.196492
2023	"DNK"	84	"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"	1.733e+09	.2623709
2023	"DNK"	85	"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles"	6.768e+08	.1946234
2023	"DNK"	86	"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"	398794.7	.4039189
2023	"DNK"	87	"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof"	63056212	.051481
2023	"DNK"	88	"Aircraft, spacecraft and parts thereof"	1.360e+08	.2847588
2023	"DNK"	89	"Ships, boats and floating structures"	1.919e+08	-.0000545
2023	"DNK"	90	"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories"	8.959e+08	.2389151
2023	"DNK"	91	"Clocks and watches and parts thereof"	2872407.3	-.066625
2023	"DNK"	92	"Musical instruments; parts and accessories of such articles"	2480608.4	.3183485
2023	"DNK"	93	"Arms and ammunition; parts and accessories thereof"	13512905	.286335
2023	"DNK"	94	"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings"	1.387e+08	.2306681
2023	"DNK"	95	"Toys, games and sports requisites; parts and accessories thereof"	22817849	.1546664
2023	"DNK"	96	"Miscellaneous manufactured articles"	19364929	.2930574
2023	"DNK"	97	"Works of art; collectors' pieces and antiques"	18432883	.0266496
2023	"DOM"	1	"Animals; live"	52461.24	.2998794
2023	"DOM"	3	"Fish and crustaceans, molluscs and other aquatic invertebrates"	2030548.1	.2695801
2023	"DOM"	5	"Animal originated products; not elsewhere specified or included"	50047.675	.211838
2023	"DOM"	6	"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage"	8687084.6	.0463006
2023	"DOM"	7	"Vegetables and certain roots and tubers; edible"	75050555	.3815568
2023	"DOM"	8	"Fruit and nuts, edible; peel of citrus fruit or melons"	96801028	.008914
2023	"DOM"	9	"Coffee, tea, mate and spices"	14898460	.1295705
2023	"DOM"	10	"Cereals"	2503536.9	.148613
2023	"DOM"	11	"Products of the milling industry; malt, starches, inulin, wheat gluten"	7033890.7	.2906313
2023	"DOM"	12	"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"	1384455.6	.1585621
2023	"DOM"	13	"Lac; gums, resins and other vegetable saps and extracts"	1639023.3	-.003356
2023	"DOM"	15	"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes"	5203592.3	.2665942
2023	"DOM"	17	"Sugars and sugar confectionery"	1.365e+08	.1052064
2023	"DOM"	18	"Cocoa and cocoa preparations"	41407139	.1285696
2023	"DOM"	19	"Preparations of cereals, flour, starch or milk; pastrycooks' products"	22958118	.1462482
2023	"DOM"	20	"Preparations of vegetables, fruit, nuts or other parts of plants"	76082882	.031764
2023	"DOM"	21	"Miscellaneous edible preparations"	37992192	.0135984
2023	"DOM"	22	"Beverages, spirits and vinegar"	41276486	.0710093
2023	"DOM"	23	"Food industries, residues and wastes thereof; prepared animal fodder"	588608.32	.2773979
2023	"DOM"	24	"Tobacco and manufactured tobacco substitutes"	9.859e+08	.3328495
2023	"DOM"	25	"Salt; sulphur; earths, stone; plastering materials, lime and cement"	4465500.1	.0193265
2023	"DOM"	26	"Ores, slag and ash"	80.217	.0024819
2023	"DOM"	27	"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"	4661944.4	.0105379
2023	"DOM"	28	"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes"	9085410.4	.0151988
2023	"DOM"	29	"Organic chemicals"	1531702.2	.0660566
2023	"DOM"	30	"Pharmaceutical products"	3.610e+08	.1072435
2023	"DOM"	31	"Fertilizers"	6746556.6	.0853198
2023	"DOM"	32	"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"	2212366.6	.0814083
2023	"DOM"	33	"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"	60201246	.1874122
2023	"DOM"	34	"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, 'dental waxes' and dental preparations with a basis of plaster"	61760228	.2777111
2023	"DOM"	35	"Albuminoidal substances; modified starches; glues; enzymes"	895628.51	.2923339
2023	"DOM"	36	"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations"	712381	.1898864
2023	"DOM"	38	"Chemical products n.e.c."	4828420.9	.0995381
2023	"DOM"	39	"Plastics and articles thereof"	4.127e+08	.0919287
2023	"DOM"	40	"Rubber and articles thereof"	1461040.9	.0523088
2023	"DOM"	41	"Raw hides and skins (other than furskins) and leather"	819413.17	.0238002
2023	"DOM"	42	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"	26618510	.0501756
2023	"DOM"	43	"Furskins and artificial fur; manufactures thereof"	2431.537	.1911124
2023	"DOM"	44	"Wood and articles of wood; wood charcoal"	3465686.2	.0198267
2023	"DOM"	47	"Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard"	727836.98	.1695981
2023	"DOM"	48	"Paper and paperboard; articles of paper pulp, of paper or paperboard"	46180465	.1752228
2023	"DOM"	49	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"	4543755	.120267
2023	"DOM"	51	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	3168.517	.2776226
2023	"DOM"	52	"Cotton"	7811313.6	.111696
2023	"DOM"	53	"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn"	150	.2944262
2023	"DOM"	54	"Man-made filaments"	1913064.8	.2960315
2023	"DOM"	55	"Man-made staple fibres"	2016056.7	.1434913
2023	"DOM"	56	"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"	1032548.7	.2516485
2023	"DOM"	57	"Carpets and other textile floor coverings"	990.032	.238394
2023	"DOM"	58	"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"	5220194.1	.2593389
2023	"DOM"	59	"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use"	1573598.9	.2905252
2023	"DOM"	61	"Apparel and clothing accessories; knitted or crocheted"	5.054e+08	.2028747
2023	"DOM"	62	"Apparel and clothing accessories; not knitted or crocheted"	1.129e+08	.2670021
2023	"DOM"	63	"Textiles, made up articles; sets; worn clothing and worn textile articles; rags"	79246175	.1989086
2023	"DOM"	64	"Footwear; gaiters and the like; parts of such articles"	1.499e+08	.0004978
2023	"DOM"	65	"Headgear and parts thereof"	3632973.6	.2247009
2023	"DOM"	66	"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof"	273.5	.3240977
2023	"DOM"	67	"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair"	1768593.2	.287054
2023	"DOM"	68	"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof"	10061761	.1879873
2023	"DOM"	69	"Ceramic products"	6572963.9	.2053897
2023	"DOM"	70	"Glass and glassware"	1191832.6	-.0078086
2023	"DOM"	71	"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin"	7.732e+08	.0000545
