year	iso	hs2	description	xusa	dtariff_zaf
2023	"ABW"	1	"Animals; live"	53580.446	.2998794
2023	"ABW"	3	"Fish and crustaceans, molluscs and other aquatic invertebrates"	0	.2695801
2023	"ABW"	5	"Animal originated products; not elsewhere specified or included"	0	.211838
2023	"ABW"	6	"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage"	0	.0463006
2023	"ABW"	7	"Vegetables and certain roots and tubers; edible"	124768.71	.3815568
2023	"ABW"	8	"Fruit and nuts, edible; peel of citrus fruit or melons"	108382.12	.008914
2023	"ABW"	9	"Coffee, tea, mate and spices"	5860.894	.1295705
2023	"ABW"	10	"Cereals"	0	.148613
2023	"ABW"	11	"Products of the milling industry; malt, starches, inulin, wheat gluten"	94.972	.2906313
2023	"ABW"	12	"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"	0	.1585621
2023	"ABW"	13	"Lac; gums, resins and other vegetable saps and extracts"	0	-.003356
2023	"ABW"	15	"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes"	7964.246	.2665942
2023	"ABW"	17	"Sugars and sugar confectionery"	75.419	.1052064
2023	"ABW"	18	"Cocoa and cocoa preparations"	17.318	.1285696
2023	"ABW"	19	"Preparations of cereals, flour, starch or milk; pastrycooks' products"	1900	.1462482
2023	"ABW"	20	"Preparations of vegetables, fruit, nuts or other parts of plants"	6196.648	.031764
2023	"ABW"	21	"Miscellaneous edible preparations"	118167.6	.0135984
2023	"ABW"	22	"Beverages, spirits and vinegar"	2577441.9	.0710093
2023	"ABW"	23	"Food industries, residues and wastes thereof; prepared animal fodder"	0	.2773979
2023	"ABW"	24	"Tobacco and manufactured tobacco substitutes"	1115588.8	.3328495
2023	"ABW"	25	"Salt; sulphur; earths, stone; plastering materials, lime and cement"	334.078	.0193265
2023	"ABW"	26	"Ores, slag and ash"	0	.0024819
2023	"ABW"	27	"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"	164.246	.0105379
2023	"ABW"	28	"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes"	0	.0151988
2023	"ABW"	29	"Organic chemicals"	0	.0660566
2023	"ABW"	30	"Pharmaceutical products"	4544.134	.1072435
2023	"ABW"	31	"Fertilizers"	0	.0853198
2023	"ABW"	32	"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"	2100	.0814083
2023	"ABW"	33	"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"	1161582.7	.1874122
2023	"ABW"	34	"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, 'dental waxes' and dental preparations with a basis of plaster"	377382.68	.2777111
2023	"ABW"	35	"Albuminoidal substances; modified starches; glues; enzymes"	144.693	.2923339
2023	"ABW"	36	"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations"	0	.1898864
2023	"ABW"	38	"Chemical products n.e.c."	22730.726	.0995381
2023	"ABW"	39	"Plastics and articles thereof"	52748.044	.0919287
2023	"ABW"	40	"Rubber and articles thereof"	1542.458	.0523088
2023	"ABW"	41	"Raw hides and skins (other than furskins) and leather"	0	.0238002
2023	"ABW"	42	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"	259022.34	.0501756
2023	"ABW"	43	"Furskins and artificial fur; manufactures thereof"	1920.112	.1911124
2023	"ABW"	44	"Wood and articles of wood; wood charcoal"	175129.05	.0198267
2023	"ABW"	47	"Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard"	0	.1695981
2023	"ABW"	48	"Paper and paperboard; articles of paper pulp, of paper or paperboard"	38522.904	.1752228
2023	"ABW"	49	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"	168398.88	.120267
2023	"ABW"	51	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	3485.475	.2776226
2023	"ABW"	52	"Cotton"	1954.19	.111696
2023	"ABW"	53	"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn"	230.168	.2944262
2023	"ABW"	54	"Man-made filaments"	1.676	.2960315
2023	"ABW"	55	"Man-made staple fibres"	795.531	.1434913
2023	"ABW"	56	"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"	2.235	.2516485
2023	"ABW"	57	"Carpets and other textile floor coverings"	10531.285	.238394
2023	"ABW"	58	"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"	0	.2593389
2023	"ABW"	59	"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use"	0	.2905252
2023	"ABW"	61	"Apparel and clothing accessories; knitted or crocheted"	87063.686	.2028747
2023	"ABW"	62	"Apparel and clothing accessories; not knitted or crocheted"	152512.29	.2670021
2023	"ABW"	63	"Textiles, made up articles; sets; worn clothing and worn textile articles; rags"	34424.022	.1989086
2023	"ABW"	64	"Footwear; gaiters and the like; parts of such articles"	88855.306	.0004978
2023	"ABW"	65	"Headgear and parts thereof"	13115.084	.2247009
2023	"ABW"	66	"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof"	45.251	.3240977
2023	"ABW"	67	"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair"	37.43	.287054
2023	"ABW"	68	"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof"	700	.1879873
2023	"ABW"	69	"Ceramic products"	5041.341	.2053897
2023	"ABW"	70	"Glass and glassware"	84438.546	-.0078086
2023	"ABW"	71	"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin"	5908039.6	.0000545
2023	"ABW"	72	"Iron and steel"	13012.29	-.0085765
2023	"ABW"	73	"Iron or steel articles"	42232.96	.3128074
2023	"ABW"	74	"Copper and articles thereof"	47330.167	-.0005598
2023	"ABW"	75	"Nickel and articles thereof"	0	0
2023	"ABW"	76	"Aluminium and articles thereof"	17121.787	.3316131
2023	"ABW"	81	"Metals; n.e.c., cermets and articles thereof"	0	-.0359292
2023	"ABW"	82	"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal"	144941.34	.2275527
2023	"ABW"	83	"Metal; miscellaneous products of base metal"	16420.67	.196492
2023	"ABW"	84	"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"	580724.01	.2623709
2023	"ABW"	85	"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles"	515972.06	.1946234
2023	"ABW"	86	"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"	0	.4039189
2023	"ABW"	87	"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof"	171827.37	.051481
2023	"ABW"	88	"Aircraft, spacecraft and parts thereof"	0	.2847588
2023	"ABW"	89	"Ships, boats and floating structures"	150000	-.0000545
2023	"ABW"	90	"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories"	686931.28	.2389151
2023	"ABW"	91	"Clocks and watches and parts thereof"	1514006.7	-.066625
2023	"ABW"	92	"Musical instruments; parts and accessories of such articles"	943.017	.3183485
2023	"ABW"	93	"Arms and ammunition; parts and accessories thereof"	14245.81	.286335
2023	"ABW"	94	"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings"	26223.463	.2306681
2023	"ABW"	95	"Toys, games and sports requisites; parts and accessories thereof"	37637.988	.1546664
2023	"ABW"	96	"Miscellaneous manufactured articles"	144753.63	.2930574
2023	"ABW"	97	"Works of art; collectors' pieces and antiques"	6664.804	.0266496
2023	"AGO"	1	"Animals; live"	106.554	.2998794
2023	"AGO"	3	"Fish and crustaceans, molluscs and other aquatic invertebrates"	255642.42	.2695801
2023	"AGO"	5	"Animal originated products; not elsewhere specified or included"	0	.211838
2023	"AGO"	6	"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage"	5.839	.0463006
2023	"AGO"	7	"Vegetables and certain roots and tubers; edible"	9022.874	.3815568
2023	"AGO"	8	"Fruit and nuts, edible; peel of citrus fruit or melons"	0	.008914
2023	"AGO"	9	"Coffee, tea, mate and spices"	102062.18	.1295705
2023	"AGO"	10	"Cereals"	0	.148613
2023	"AGO"	11	"Products of the milling industry; malt, starches, inulin, wheat gluten"	24670.64	.2906313
2023	"AGO"	12	"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"	229.19	.1585621
2023	"AGO"	13	"Lac; gums, resins and other vegetable saps and extracts"	0	-.003356
2023	"AGO"	15	"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes"	0	.2665942
2023	"AGO"	17	"Sugars and sugar confectionery"	1.473	.1052064
2023	"AGO"	18	"Cocoa and cocoa preparations"	0	.1285696
2023	"AGO"	19	"Preparations of cereals, flour, starch or milk; pastrycooks' products"	16.058	.1462482
2023	"AGO"	20	"Preparations of vegetables, fruit, nuts or other parts of plants"	6797.649	.031764
2023	"AGO"	21	"Miscellaneous edible preparations"	3930.203	.0135984
2023	"AGO"	22	"Beverages, spirits and vinegar"	3004.051	.0710093
2023	"AGO"	23	"Food industries, residues and wastes thereof; prepared animal fodder"	116.785	.2773979
2023	"AGO"	24	"Tobacco and manufactured tobacco substitutes"	132.843	.3328495
2023	"AGO"	25	"Salt; sulphur; earths, stone; plastering materials, lime and cement"	295.863	.0193265
2023	"AGO"	26	"Ores, slag and ash"	71.728	.0024819
2023	"AGO"	27	"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"	3.657e+08	.0105379
2023	"AGO"	28	"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes"	144.269	.0151988
2023	"AGO"	29	"Organic chemicals"	270.795	.0660566
2023	"AGO"	30	"Pharmaceutical products"	414.047	.1072435
2023	"AGO"	31	"Fertilizers"	0	.0853198
2023	"AGO"	32	"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"	16.058	.0814083
2023	"AGO"	33	"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"	1618.742	.1874122
2023	"AGO"	34	"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, 'dental waxes' and dental preparations with a basis of plaster"	172.237	.2777111
2023	"AGO"	35	"Albuminoidal substances; modified starches; glues; enzymes"	0	.2923339
2023	"AGO"	36	"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations"	0	.1898864
2023	"AGO"	38	"Chemical products n.e.c."	15008.931	.0995381
2023	"AGO"	39	"Plastics and articles thereof"	413518.53	.0919287
2023	"AGO"	40	"Rubber and articles thereof"	41719.96	.0523088
2023	"AGO"	41	"Raw hides and skins (other than furskins) and leather"	0	.0238002
2023	"AGO"	42	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"	9397.949	.0501756
2023	"AGO"	43	"Furskins and artificial fur; manufactures thereof"	0	.1911124
2023	"AGO"	44	"Wood and articles of wood; wood charcoal"	71504.124	.0198267
2023	"AGO"	47	"Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard"	0	.1695981
2023	"AGO"	48	"Paper and paperboard; articles of paper pulp, of paper or paperboard"	899.926	.1752228
2023	"AGO"	49	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"	9059.152	.120267
2023	"AGO"	51	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	0	.2776226
2023	"AGO"	52	"Cotton"	730.063	.111696
2023	"AGO"	53	"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn"	29.196	.2944262
2023	"AGO"	54	"Man-made filaments"	0	.2960315
2023	"AGO"	55	"Man-made staple fibres"	36.822	.1434913
2023	"AGO"	56	"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"	72.442	.2516485
2023	"AGO"	57	"Carpets and other textile floor coverings"	8515.139	.238394
2023	"AGO"	58	"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"	0	.2593389
2023	"AGO"	59	"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use"	0	.2905252
2023	"AGO"	61	"Apparel and clothing accessories; knitted or crocheted"	1572.081	.2028747
2023	"AGO"	62	"Apparel and clothing accessories; not knitted or crocheted"	32323.128	.2670021
2023	"AGO"	63	"Textiles, made up articles; sets; worn clothing and worn textile articles; rags"	34767.855	.1989086
2023	"AGO"	64	"Footwear; gaiters and the like; parts of such articles"	15649.765	.0004978
2023	"AGO"	65	"Headgear and parts thereof"	1593.463	.2247009
2023	"AGO"	66	"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof"	443.311	.3240977
2023	"AGO"	67	"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair"	28365.714	.287054
2023	"AGO"	68	"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof"	0	.1879873
2023	"AGO"	69	"Ceramic products"	15824.463	.2053897
2023	"AGO"	70	"Glass and glassware"	6210.597	-.0078086
2023	"AGO"	71	"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin"	1313014.4	.0000545
2023	"AGO"	72	"Iron and steel"	30165.666	-.0085765
2023	"AGO"	73	"Iron or steel articles"	1100790.9	.3128074
2023	"AGO"	74	"Copper and articles thereof"	305.207	-.0005598
2023	"AGO"	75	"Nickel and articles thereof"	7305.324	0
2023	"AGO"	76	"Aluminium and articles thereof"	53013.092	.3316131
2023	"AGO"	81	"Metals; n.e.c., cermets and articles thereof"	968.277	-.0359292
2023	"AGO"	82	"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal"	55676.313	.2275527
2023	"AGO"	83	"Metal; miscellaneous products of base metal"	979.749	.196492
2023	"AGO"	84	"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"	19238612	.2623709
2023	"AGO"	85	"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles"	324827.83	.1946234
2023	"AGO"	86	"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"	2037587.8	.4039189
2023	"AGO"	87	"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof"	198813.18	.051481
2023	"AGO"	88	"Aircraft, spacecraft and parts thereof"	46831.242	.2847588
2023	"AGO"	89	"Ships, boats and floating structures"	9806892.5	-.0000545
2023	"AGO"	90	"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories"	1043482.7	.2389151
2023	"AGO"	91	"Clocks and watches and parts thereof"	796.864	-.066625
2023	"AGO"	92	"Musical instruments; parts and accessories of such articles"	9425.936	.3183485
2023	"AGO"	93	"Arms and ammunition; parts and accessories thereof"	0	.286335
2023	"AGO"	94	"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings"	54051.068	.2306681
2023	"AGO"	95	"Toys, games and sports requisites; parts and accessories thereof"	33917.814	.1546664
2023	"AGO"	96	"Miscellaneous manufactured articles"	4333.01	.2930574
2023	"AGO"	97	"Works of art; collectors' pieces and antiques"	7590.783	.0266496
2023	"ALB"	1	"Animals; live"	0	.2998794
2023	"ALB"	3	"Fish and crustaceans, molluscs and other aquatic invertebrates"	53216.527	.2695801
2023	"ALB"	5	"Animal originated products; not elsewhere specified or included"	0	.211838
2023	"ALB"	6	"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage"	181885.77	.0463006
2023	"ALB"	7	"Vegetables and certain roots and tubers; edible"	89638.131	.3815568
2023	"ALB"	8	"Fruit and nuts, edible; peel of citrus fruit or melons"	26436.836	.008914
2023	"ALB"	9	"Coffee, tea, mate and spices"	618708	.1295705
2023	"ALB"	10	"Cereals"	31436.407	.148613
2023	"ALB"	11	"Products of the milling industry; malt, starches, inulin, wheat gluten"	33124.16	.2906313
2023	"ALB"	12	"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"	13931257	.1585621
2023	"ALB"	13	"Lac; gums, resins and other vegetable saps and extracts"	213551.91	-.003356
2023	"ALB"	15	"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes"	937492.46	.2665942
2023	"ALB"	17	"Sugars and sugar confectionery"	134363.68	.1052064
2023	"ALB"	18	"Cocoa and cocoa preparations"	55986.32	.1285696
2023	"ALB"	19	"Preparations of cereals, flour, starch or milk; pastrycooks' products"	315412.81	.1462482
2023	"ALB"	20	"Preparations of vegetables, fruit, nuts or other parts of plants"	608841.23	.031764
2023	"ALB"	21	"Miscellaneous edible preparations"	86052.181	.0135984
2023	"ALB"	22	"Beverages, spirits and vinegar"	752872.7	.0710093
2023	"ALB"	23	"Food industries, residues and wastes thereof; prepared animal fodder"	9.891	.2773979
2023	"ALB"	24	"Tobacco and manufactured tobacco substitutes"	0	.3328495
2023	"ALB"	25	"Salt; sulphur; earths, stone; plastering materials, lime and cement"	53307.236	.0193265
2023	"ALB"	26	"Ores, slag and ash"	0	.0024819
2023	"ALB"	27	"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"	0	.0105379
2023	"ALB"	28	"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes"	3789.876	.0151988
2023	"ALB"	29	"Organic chemicals"	136.616	.0660566
2023	"ALB"	30	"Pharmaceutical products"	0	.1072435
2023	"ALB"	31	"Fertilizers"	0	.0853198
2023	"ALB"	32	"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"	1207.037	.0814083
2023	"ALB"	33	"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"	4645578.8	.1874122
2023	"ALB"	34	"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, 'dental waxes' and dental preparations with a basis of plaster"	3922.237	.2777111
2023	"ALB"	35	"Albuminoidal substances; modified starches; glues; enzymes"	0	.2923339
2023	"ALB"	36	"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations"	0	.1898864
2023	"ALB"	38	"Chemical products n.e.c."	107.353	.0995381
2023	"ALB"	39	"Plastics and articles thereof"	685648.57	.0919287
2023	"ALB"	40	"Rubber and articles thereof"	2158.925	.0523088
2023	"ALB"	41	"Raw hides and skins (other than furskins) and leather"	0	.0238002
2023	"ALB"	42	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"	3061.516	.0501756
2023	"ALB"	43	"Furskins and artificial fur; manufactures thereof"	0	.1911124
2023	"ALB"	44	"Wood and articles of wood; wood charcoal"	43385.177	.0198267
2023	"ALB"	47	"Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard"	0	.1695981
2023	"ALB"	48	"Paper and paperboard; articles of paper pulp, of paper or paperboard"	1271221.7	.1752228
2023	"ALB"	49	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"	56049.891	.120267
2023	"ALB"	51	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	0	.2776226
2023	"ALB"	52	"Cotton"	0	.111696
2023	"ALB"	53	"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn"	0	.2944262
2023	"ALB"	54	"Man-made filaments"	0	.2960315
2023	"ALB"	55	"Man-made staple fibres"	0	.1434913
2023	"ALB"	56	"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"	0	.2516485
2023	"ALB"	57	"Carpets and other textile floor coverings"	1736.506	.238394
2023	"ALB"	58	"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery"	120.566	.2593389
2023	"ALB"	59	"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use"	0	.2905252
2023	"ALB"	61	"Apparel and clothing accessories; knitted or crocheted"	128615.04	.2028747
2023	"ALB"	62	"Apparel and clothing accessories; not knitted or crocheted"	641729.83	.2670021
2023	"ALB"	63	"Textiles, made up articles; sets; worn clothing and worn textile articles; rags"	18832.082	.1989086
2023	"ALB"	64	"Footwear; gaiters and the like; parts of such articles"	2875345.7	.0004978
2023	"ALB"	65	"Headgear and parts thereof"	823.881	.2247009
2023	"ALB"	66	"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof"	0	.3240977
2023	"ALB"	67	"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair"	837.153	.287054
2023	"ALB"	68	"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof"	35060.945	.1879873
2023	"ALB"	69	"Ceramic products"	14147.081	.2053897
2023	"ALB"	70	"Glass and glassware"	164733.75	-.0078086
2023	"ALB"	71	"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin"	5969.545	.0000545
2023	"ALB"	72	"Iron and steel"	55565840	-.0085765
2023	"ALB"	73	"Iron or steel articles"	479665.67	.3128074
2023	"ALB"	74	"Copper and articles thereof"	4152.581	-.0005598
2023	"ALB"	75	"Nickel and articles thereof"	0	0
2023	"ALB"	76	"Aluminium and articles thereof"	5545232.4	.3316131
2023	"ALB"	81	"Metals; n.e.c., cermets and articles thereof"	10720.435	-.0359292
2023	"ALB"	82	"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal"	299.508	.2275527
2023	"ALB"	83	"Metal; miscellaneous products of base metal"	8693.532	.196492
2023	"ALB"	84	"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"	386609.61	.2623709
2023	"ALB"	85	"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles"	98661.213	.1946234
2023	"ALB"	86	"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"	0	.4039189
2023	"ALB"	87	"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof"	3718091.8	.051481
2023	"ALB"	88	"Aircraft, spacecraft and parts thereof"	0	.2847588
2023	"ALB"	89	"Ships, boats and floating structures"	400621.46	-.0000545
2023	"ALB"	90	"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories"	6523.723	.2389151
2023	"ALB"	91	"Clocks and watches and parts thereof"	81886.386	-.066625
2023	"ALB"	92	"Musical instruments; parts and accessories of such articles"	128.229	.3183485
2023	"ALB"	93	"Arms and ammunition; parts and accessories thereof"	0	.286335
2023	"ALB"	94	"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings"	1421174.5	.2306681
2023	"ALB"	95	"Toys, games and sports requisites; parts and accessories thereof"	1417.759	.1546664
2023	"ALB"	96	"Miscellaneous manufactured articles"	130302.7	.2930574
2023	"ALB"	97	"Works of art; collectors' pieces and antiques"	3307.646	.0266496
2023	"AND"	1	"Animals; live"	0	.2998794
2023	"AND"	3	"Fish and crustaceans, molluscs and other aquatic invertebrates"	0	.2695801
2023	"AND"	5	"Animal originated products; not elsewhere specified or included"	0	.211838
2023	"AND"	6	"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage"	0	.0463006
2023	"AND"	7	"Vegetables and certain roots and tubers; edible"	0	.3815568
2023	"AND"	8	"Fruit and nuts, edible; peel of citrus fruit or melons"	0	.008914
2023	"AND"	9	"Coffee, tea, mate and spices"	0	.1295705
2023	"AND"	10	"Cereals"	0	.148613
2023	"AND"	11	"Products of the milling industry; malt, starches, inulin, wheat gluten"	0	.2906313
2023	"AND"	12	"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder"	0	.1585621
2023	"AND"	13	"Lac; gums, resins and other vegetable saps and extracts"	0	-.003356
2023	"AND"	15	"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes"	0	.2665942
2023	"AND"	17	"Sugars and sugar confectionery"	0	.1052064
2023	"AND"	18	"Cocoa and cocoa preparations"	0	.1285696
2023	"AND"	19	"Preparations of cereals, flour, starch or milk; pastrycooks' products"	0	.1462482
2023	"AND"	20	"Preparations of vegetables, fruit, nuts or other parts of plants"	0	.031764
2023	"AND"	21	"Miscellaneous edible preparations"	0	.0135984
2023	"AND"	22	"Beverages, spirits and vinegar"	0	.0710093
2023	"AND"	23	"Food industries, residues and wastes thereof; prepared animal fodder"	0	.2773979
2023	"AND"	24	"Tobacco and manufactured tobacco substitutes"	0	.3328495
2023	"AND"	25	"Salt; sulphur; earths, stone; plastering materials, lime and cement"	0	.0193265
2023	"AND"	26	"Ores, slag and ash"	0	.0024819
2023	"AND"	27	"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"	0	.0105379
2023	"AND"	28	"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes"	0	.0151988
2023	"AND"	29	"Organic chemicals"	0	.0660566
2023	"AND"	30	"Pharmaceutical products"	0	.1072435
2023	"AND"	31	"Fertilizers"	0	.0853198
2023	"AND"	32	"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks"	0	.0814083
2023	"AND"	33	"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"	0	.1874122
2023	"AND"	34	"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, 'dental waxes' and dental preparations with a basis of plaster"	0	.2777111
2023	"AND"	35	"Albuminoidal substances; modified starches; glues; enzymes"	0	.2923339
2023	"AND"	36	"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations"	0	.1898864
2023	"AND"	38	"Chemical products n.e.c."	0	.0995381
2023	"AND"	39	"Plastics and articles thereof"	0	.0919287
2023	"AND"	40	"Rubber and articles thereof"	0	.0523088
2023	"AND"	41	"Raw hides and skins (other than furskins) and leather"	0	.0238002
2023	"AND"	42	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"	767.603	.0501756
2023	"AND"	43	"Furskins and artificial fur; manufactures thereof"	0	.1911124
2023	"AND"	44	"Wood and articles of wood; wood charcoal"	0	.0198267
2023	"AND"	47	"Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard"	0	.1695981
2023	"AND"	48	"Paper and paperboard; articles of paper pulp, of paper or paperboard"	0	.1752228
2023	"AND"	49	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"	0	.120267
2023	"AND"	51	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	0	.2776226
2023	"AND"	52	"Cotton"	0	.111696
2023	"AND"	53	"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn"	0	.2944262
2023	"AND"	54	"Man-made filaments"	0	.2960315
2023	"AND"	55	"Man-made staple fibres"	0	.1434913
2023	"AND"	56	"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof"	0	.2516485
